code_insee,nom,parti,nb_voix,percent_inscrits,percents_exprimes
75056SR01,"Mme Elisabeth BOURGUINAT",LVEC,659,6.32,10.84
75056SR01,"M. Olivier RAUCH",LFN,306,2.93,5.03
75056SR01,"M. Jean-François LEGARET",LUD,3144,30.15,51.71
75056SR01,"M. Laurent GUIGNON",LDIV,123,1.17,2.02
75056SR01,"Mme Dominique MAGNIETTE",LPG,154,1.47,2.53
75056SR01,"M. Loïg RAOUL",LUG,1663,15.95,27.35
75056SR01,"Mme Marielle SAULNIER",LEXG,30,0.28,0.49
75056SR02,"M. Jacques BOUTAULT",LUG,3965,32.45,58.24
75056SR02,"M. Christophe LEKIEFFRE",LUD,2843,23.27,41.75
75056SR03,"Mme Marie-Laure HAREL",LUD,4589,22.54,39.55
75056SR03,"M. Pierre AIDENBAUM",LUG,7012,34.44,60.44
75056SR04,"M. Christophe GIRARD",LUG,5253,30.40,50.26
75056SR04,"M. Vincent ROGER",LUD,5198,30.08,49.73
75056SR05,"Mme Marie-Christine LEMARDELEY",LUG,11127,31.42,48.70
75056SR05,"Mme Florence BERTHOUT",LUD,11720,33.10,51.29
75056SR06,"M. Patrick PLANQUE",LEXG,66,0.25,0.44
75056SR06,"M. Emmanuel PIERRAT",LVEC,982,3.83,6.65
75056SR06,"Mme Dominique BAUD",LDVD,496,1.93,3.36
75056SR06,"Mme Anaïs GOUDMAND",LPG,349,1.36,2.36
75056SR06,"M. Jean-Pierre LECOQ",LUD,7766,30.33,52.61
75056SR06,"Mme Geneviève BERTRAND",LDVD,537,2.09,3.63
75056SR06,"M. Romain LEVY",LUG,3855,15.05,26.11
75056SR06,"M. Paul Marie COUTEAUX",LFN,708,2.76,4.79
75056SR07,"Mme Capucine EDOU",LUG,3569,11.39,20.23
75056SR07,"M. Christian LE ROUX",LDVD,4287,13.68,24.30
75056SR07,"Mme Rachida DATI",LUD,9785,31.24,55.46
75056SR08,"Mme Jeanne D'HAUTESERRE",LUD,6875,29.84,56.44
75056SR08,"Mme Corine BARLIS",LUG,2358,10.23,19.35
75056SR08,"M. Charles BEIGBEDER",LDVD,2948,12.79,24.20
75056SR09,"Mme Delphine BURKLI",LUD,11077,30.90,50.36
75056SR09,"Mme Pauline VERON",LUG,10918,30.46,49.63
75056SR10,"Mme Déborah PAWLIK",LUD,9203,18.24,33.95
75056SR10,"M. Rémi FERAUD",LUG,17898,35.47,66.04
75056SR11,"M. François VAUGLIN",LUG,29915,36.00,64.37
75056SR11,"M. Christian SAINT-ETIENNE",LUD,16554,19.92,35.62
75056SR12,"Mme Valérie MONTANDON",LUD,24415,28.13,46.95
75056SR12,"Mme Catherine BARATTI-ELBAZ",LUG,27577,31.77,53.04
75056SR13,"M. Jérôme COUMET",LUG,35859,34.23,62.42
75056SR13,"Mme Edith GALLOIS",LUD,21588,20.61,37.57
75056SR14,"Mme Carine PETIT",LUG,26575,33.20,53.08
75056SR14,"Mme Nathalie KOSCIUSKO-MORIZET",LUD,23482,29.33,46.91
75056SR15,"Mme Anne HIDALGO",LUG,29563,21.84,36.62
75056SR15,"M. Philippe GOUJON",LUD,51154,37.80,63.37
75056SR16,"M. Thomas LAURET",LUG,6197,6.77,12.98
75056SR16,"M. Lucas GOMEZ",LPG,497,0.54,1.04
75056SR16,"Mme Valérie SACHS",LDVD,2534,2.76,5.30
75056SR16,"M. Claude GOASGUEN",LUD,30100,32.90,63.04
75056SR16,"M. David ALPHAND",LDVD,4445,4.85,9.31
75056SR16,"M. Pascale OURBIH",LVEC,1103,1.20,2.31
75056SR16,"M. Gérard DAVID",LFN,2865,3.13,6.00
75056SR17,"M. Xavier DUCHAUSSOY",LPG,1544,1.66,3.08
75056SR17,"Mme Annick MARTY",LEXG,264,0.28,0.52
75056SR17,"M. Patrick AUZOU",LFN,3234,3.49,6.45
75056SR17,"Mme Brigitte KUSTER",LUD,26836,29.00,53.53
75056SR17,"Mme Pauline DELPECH",LVEC,3302,3.56,6.58
75056SR17,"M. Thomas REBAUD",LDVD,2221,2.40,4.43
75056SR17,"Mme Annick LEPETIT",LUG,12727,13.75,25.38
75056SR18,"M. Pierre-Yves BOURNAZEL",LUD,19494,19.54,37.57
75056SR18,"M. Eric LEJOINDRE",LUG,32387,32.47,62.42
75056SR19,"M. Jean-Jacques GIANNESINI",LUD,16845,17.67,35.54
75056SR19,"M. François DAGNAUD",LUG,30542,32.04,64.45
75056SR20,"Mme Danielle SIMONNET",LPG,7732,7.20,13.66
75056SR20,"Mme Frédérique CALANDRA",LUG,31163,29.02,55.07
75056SR20,"M. Atanase PERIFAN",LUMP,17690,16.47,31.26
