code_insee,nom,parti,nb_voix,percent_inscrits,percents_exprimes
16001,"Mme Nicole DESBORDES",LPS,144,36.27,55.59
16001,"M. Jean-Pierre LAFONT",LPS,115,28.96,44.40
16001,"Mme Florence AMAND",LPS,0,0.00,0.00
16001,"Mme Annick EPAILLARD",LPS,0,0.00,0.00
16001,"M. Dominique PONTCHARRAUD",LPS,0,0.00,0.00
16001,"M. Alain BESSON",LPS,0,0.00,0.00
16001,"M. Joseph JAUNE",LPS,0,0.00,0.00
16001,"M. Alain COURIVAUD",LPS,0,0.00,0.00
16001,"M. Bernard MOREAU",LPS,0,0.00,0.00
16001,"M. Arnaud DUNORD",LPS,0,0.00,0.00
16001,"M. Jean-Paul PASQUET",LPS,0,0.00,0.00
16002,"Mme Catherine PARTAUX",LPS,227,66.56,95.78
16002,"Mme Evelyne LEGRAND",LPS,219,64.22,92.40
16002,"M. Denis MERLE",LPS,215,63.04,90.71
16002,"M. Patrick AUVIN",LPS,213,62.46,89.87
16002,"M. Vincent VERNOUX",LPS,207,60.70,87.34
16002,"M. Patrick RAFFOUX",LPS,207,60.70,87.34
16002,"M. Christophe GUERIN",LPS,205,60.11,86.49
16002,"M. Éric JOUEO",LPS,204,59.82,86.07
16002,"M. Francis GRIMAUD",LPS,204,59.82,86.07
16002,"M. Daniel LONGUET",LPS,204,59.82,86.07
16002,"Mme Christine PALOMBO",LPS,196,57.47,82.70
16002,"M. Alain DUNOYER",LPS,176,51.61,74.26
16002,"M. Bernard-Valentin MAILLOCHAUD",LPS,176,51.61,74.26
16002,"Mme Frédérique DRAGONI",LPS,175,51.31,73.83
16002,"M. Eric CHASSAIN",LPS,155,45.45,65.40
16002,"M. Francis OLIVET",LPS,99,29.03,41.77
16003,"Mme Christine PERONNE",LPS,341,57.21,83.57
16003,"M. Pascal RIVET",LPS,332,55.70,81.37
16003,"M. Laurent GESTRAUD",LPS,330,55.36,80.88
16003,"M. Patrick PIVETEAU",LPS,330,55.36,80.88
16003,"Mme Aurélia MESNARD",LPS,327,54.86,80.14
16003,"Mme Martine QUOIRAUD",LPS,324,54.36,79.41
16003,"Mme Catherine POLMAN",LPS,315,52.85,77.20
16003,"M. Christian VIMPERE",LPS,307,51.51,75.24
16003,"M. Raymond BENITO",LPS,305,51.17,74.75
16003,"M. Stéphane VILLETTE",LPS,295,49.49,72.30
16003,"M. Marcel PRECIGOUT",LPS,255,42.78,62.50
16003,"M. Pierre BAJOR",LPS,243,40.77,59.55
16003,"Mme Corinne MOREL",LPS,242,40.60,59.31
16003,"M. Jean-Marie BLAINEAU",LPS,236,39.59,57.84
16003,"M. Philippe ZANDVLIET",LPS,205,34.39,50.24
16003,"M. Noël CHAMPALOUX",LPS,204,34.22,50.00
