code_insee,nom,parti,nb_voix,percent_inscrits,percents_exprimes
02001,"M. Stéphane BOULANGER",LPS,217,55.78,95.59
02001,"M. Stéphane PESTELLE",LPS,215,55.26,94.71
02001,"M. René PÂRIS",LPS,213,54.75,93.83
02001,"M. Christophe BANTEGNIE",LPS,208,53.47,91.62
02001,"Mme Valérie BIONAZ",LPS,208,53.47,91.62
02001,"M. Yves DENEULIN",LPS,208,53.47,91.62
02001,"M. Pascal TRICOTTEUX",LPS,206,52.95,90.74
02001,"M. Philippe MARION",LPS,205,52.69,90.30
02001,"Mme Sylviane ZARB",LPS,205,52.69,90.30
02001,"M. Christian BREDOW",LPS,205,52.69,90.30
02001,"Mme Laëtitia MILLOT",LPS,204,52.44,89.86
02001,"Mme Aurore BARBOSA",LPS,202,51.92,88.98
02001,"M. Philippe GERARD",LPS,202,51.92,88.98
02001,"Mme Aurore LACHEVRE",LPS,201,51.67,88.54
02001,"M. Michaël ZARB",LPS,201,51.67,88.54
02002,"M. Arnaud BONNARD",LPS,260,63.41,84.96
02002,"Mme Edith MINOLI",LPS,256,62.43,83.66
02002,"M. Marc LEGARD",LPS,251,61.21,82.02
02002,"Mme Isabelle RAIMBEAUX",LPS,249,60.73,81.37
02002,"M. Olivier JARON",LPS,248,60.48,81.04
02002,"M. Fabrice GOSSET",LPS,247,60.24,80.71
02002,"Mme Marion PATE",LPS,245,59.75,80.06
02002,"Mme Priscilla LANCELIN",LPS,244,59.51,79.73
02002,"Mme Céline DUQUENNE",LPS,244,59.51,79.73
02002,"M. Michel LOCQUENEUX",LPS,242,59.02,79.08
02002,"M. Thomas PARENT",LPS,237,57.80,77.45
02002,"M. Daniel FEUILLET",LPS,235,57.31,76.79
02002,"Mme Ann DECLERCQ",LPS,235,57.31,76.79
02002,"M. Damien REAL",LPS,216,52.68,70.58
02002,"M. Georges DEMOULIN",LPS,207,50.48,67.64
02002,"M. Jean-Louis ROUX",LPS,121,29.51,39.54
02002,"M. Jean-Michel DESARRANNO",LPS,114,27.80,37.25
02002,"M. Frédéric GYSELINCK",LPS,110,26.82,35.94
02002,"Mme Bernadette GODEFROY",LPS,96,23.41,31.37
02003,"Mme Aline VECHART",LPS,422,52.94,91.54
02003,"M. Guillaume BOURGEOIS",LPS,416,52.19,90.23
02003,"M. Dominique MATHAUT",LPS,416,52.19,90.23
02003,"Mme Catherine LOEZER",LPS,415,52.07,90.02
02003,"Mme Alix GOMOT",LPS,415,52.07,90.02
02003,"M. Alexis NOUVIAN",LPS,415,52.07,90.02
02003,"Mme Claudine RAVERA",LPS,414,51.94,89.80
02003,"Mme Roselyne MEHAUX-TELLIER",LPS,414,51.94,89.80
02003,"M. Julien FAUCHEUX",LPS,412,51.69,89.37
02003,"Mme Anne BENETTI",LPS,407,51.06,88.28
02003,"M. Brice LAVOCAT",LPS,405,50.81,87.85
02003,"M. Marc LANGARET",LPS,399,50.06,86.55
02003,"M. Gérard NOBLEMAIRE",LPS,386,48.43,83.73
02003,"Mme Natacha MAZURKIEWICZ",LPS,381,47.80,82.64
02003,"M. Bertrand PENASSE",LPS,380,47.67,82.42
02004,"M. Patrick WATEAU",LPS,117,80.13,92.12
02004,"Mme Marie-France SANCTORUM",LPS,110,75.34,86.61
02004,"M. Gérard LETURQUE",LPS,106,72.60,83.46
02004,"M. Jacques BLANCHE",LPS,100,68.49,78.74
02004,"Mme Coline BRUCELLE",LPS,99,67.80,77.95
02004,"M. Patrice LETURQUE",LPS,99,67.80,77.95
02004,"M. David SANCHEZ LOPEZ",LPS,97,66.43,76.37
02004,"M. Hugues DEBRUN",LPS,94,64.38,74.01
02004,"M. Guy NATTIER",LPS,93,63.69,73.22
02004,"M. Benjamin NATTIER",LPS,92,63.01,72.44
02004,"M. Luc NATTIER",LPS,90,61.64,70.86
