code_insee,nom,parti,nb_voix,percent_inscrits,percents_exprimes
28001,"Mme Virginie HUILIO",LDVD,353,23.50,32.56
28001,"Mme Virginie QUENTIN",LDIV,410,27.29,37.82
28001,"Mme Sylvia GASSELIN",LDIV,321,21.37,29.61
28002,"Mme Isabelle CHENU",LPS,128,56.38,93.43
28002,"M. Aurélien VANNIER",LPS,128,56.38,93.43
28002,"Mme Ghislaine SANCHEZ",LPS,124,54.62,90.51
28002,"M. Jean-Michel GOUACHE",LPS,122,53.74,89.05
28002,"Mme Martine CHEVALLIER",LPS,121,53.30,88.32
28002,"M. Hervé LETHROSNE",LPS,118,51.98,86.13
28002,"M. Georges DE ALMEIDA",LPS,115,50.66,83.94
28002,"M. Christophe LETRHOSNE",LPS,113,49.77,82.48
28002,"M. Jean-Jacques SILVESTRE",LPS,104,45.81,75.91
28002,"Mme Magali LAMEAU",LPS,103,45.37,75.18
28002,"M. Charles-Henri DECORTE",LPS,103,45.37,75.18
28003,"M. Clément BERNIER",LPS,50,46.29,67.56
28003,"M. Serge GIRARD",LPS,38,35.18,51.35
28003,"M. Alain DONJON",LPS,34,31.48,45.94
28003,"Mme Suzanne PINARD",LPS,24,22.22,32.43
28004,"M. Marcel BOULANGER",LPS,121,54.26,89.62
28004,"Mme Martine RÉAU",LPS,121,54.26,89.62
28004,"M. Cédric BEAUCHAMP",LPS,118,52.91,87.40
28004,"M. Claude GALLET",LPS,117,52.46,86.66
28004,"M. Thierry BOUCLET",LPS,115,51.56,85.18
28004,"Mme Myriam JEAN-CHARLES",LPS,115,51.56,85.18
28004,"M. Gérard FAUCONNIER",LPS,113,50.67,83.70
28004,"M. Victor TEXIER",LPS,113,50.67,83.70
28004,"Mme Michèle DROUILLAT",LPS,106,47.53,78.51
28004,"Mme Aurore DOLLEANS",LPS,104,46.63,77.03
28004,"Mme Emilie ROUSSEL",LPS,102,45.73,75.55
28005,"M. Christophe CHAUFTON",LPS,229,40.45,59.02
28005,"Mme Anne-Marie BARRÉ",LPS,228,40.28,58.76
28005,"M. Stéphane BOUVIER",LPS,226,39.92,58.24
28005,"M. Lucien CESCUTTI",LPS,224,39.57,57.73
28005,"M. Bernard MERCUZOT",LPS,221,39.04,56.95
28005,"M. Arnaud MOUNINGUISSA-SAMBA",LPS,219,38.69,56.44
28005,"Mme Aline TESTARD",LPS,218,38.51,56.18
28005,"M. Pierre BENOIT",LPS,215,37.98,55.41
28005,"M. Didier LION",LPS,214,37.80,55.15
28005,"M. Jean-Benoit BLOT",LPS,209,36.92,53.86
28005,"Mme Sarah MANCHINI",LPS,209,36.92,53.86
28005,"M. Michel MARTIN",LPS,208,36.74,53.60
28005,"Mme Sandrine LE DAIN",LPS,207,36.57,53.35
28005,"M. Philippe SAUBAT",LPS,205,36.21,52.83
28005,"M. Roger GEOFFRIN",LPS,195,34.45,50.25
28005,"Mme Mylène BERNIER",LPS,173,30.56,44.58
28005,"M. Laurent BECHE",LPS,172,30.38,44.32
28005,"Mme Michelle PETIT",LPS,169,29.85,43.55
28005,"M. Gérard ALLAIS",LPS,167,29.50,43.04
28005,"Mme Elisabeth PERIER",LPS,165,29.15,42.52
28005,"M. Loic HARDY",LPS,162,28.62,41.75
28005,"M. Christophe MAUPU",LPS,161,28.44,41.49
