code_insee,nom,parti,nb_voix,percent_inscrits,percents_exprimes
90001,"M. Bernard MAUFFREY",LDVD,511,50.54,100.00
90002,"Mme Pauline FESSLER",INDIVIDU,165,62.73,90.65
90002,"Mme Chantal HIRTH",INDIVIDU,165,62.73,90.65
90002,"Mme Véronique BISSLER",INDIVIDU,163,61.97,89.56
90002,"M. Thierry LOUVET",INDIVIDU,163,61.97,89.56
90002,"M. Stéphane NAEGEL",INDIVIDU,163,61.97,89.56
90002,"M. Régis MONNIER",INDIVIDU,162,61.59,89.01
90002,"M. Michel NARDIN",INDIVIDU,162,61.59,89.01
90002,"Mme Bernadette MARTINATO",INDIVIDU,160,60.83,87.91
90002,"Mme Céline OPPENDINGER",INDIVIDU,159,60.45,87.36
90002,"M. Eric PERIAT",INDIVIDU,158,60.07,86.81
90002,"M. François GIL",INDIVIDU,152,57.79,83.51
90003,"M. Jean-Pierre BRINGARD",INDIVIDU,252,50.80,65.62
90003,"M. Arnaud DOYEN",INDIVIDU,249,50.20,64.84
90003,"Mme Catherine ROY",INDIVIDU,247,49.79,64.32
90003,"M. Anthony SIMON",INDIVIDU,246,49.59,64.06
90003,"M. Frederic PARIS",INDIVIDU,244,49.19,63.54
90003,"M. Patrice THOMAS",INDIVIDU,243,48.99,63.28
90003,"M. Yannick DOLADILLE",INDIVIDU,243,48.99,63.28
90003,"Mme Murielle SCHNELL",INDIVIDU,243,48.99,63.28
90003,"Mme Pamela BOUDIER",INDIVIDU,241,48.58,62.76
90003,"M. Gabriel RASATAVOHARY",INDIVIDU,238,47.98,61.97
90003,"M. Norbert DIDIER",INDIVIDU,237,47.78,61.71
90003,"M. Gilles MAGNY",INDIVIDU,237,47.78,61.71
90003,"Mme Catherine CUENOT",INDIVIDU,236,47.58,61.45
90003,"M. Hugues VOLLMER",INDIVIDU,232,46.77,60.41
90003,"Mme Gisele VALLON",INDIVIDU,231,46.57,60.15
90003,"M. Benoit STRUCK",INDIVIDU,142,28.62,36.97
90003,"M. Xavier DELPLANQUE",INDIVIDU,140,28.22,36.45
90003,"M. Alain ICHTERS",INDIVIDU,139,28.02,36.19
90003,"M. Jean-Yves MARECHAL",INDIVIDU,138,27.82,35.93
90003,"M. Claude MATHEY",INDIVIDU,137,27.62,35.67
90003,"M. Guy-Noël BONJOUR",INDIVIDU,136,27.41,35.41
90003,"Mme Emmanuelle WEINZAEPFLEN",INDIVIDU,136,27.41,35.41
90003,"Mme Raymonde CAVALOTTI",INDIVIDU,136,27.41,35.41
90003,"M. Romain GOTTI",INDIVIDU,136,27.41,35.41
90003,"M. Emmanuel MAUVILLY",INDIVIDU,134,27.01,34.89
90003,"Mme Marie-Pierre CLERC",INDIVIDU,132,26.61,34.37
90003,"M. Jean-Louis BOULERE",INDIVIDU,129,26.00,33.59
90003,"Mme Isabelle MONANGE",INDIVIDU,128,25.80,33.33
90003,"M. Serge REMONDINI",INDIVIDU,127,25.60,33.07
90003,"M. Jean-Marc GREBAUT",INDIVIDU,123,24.79,32.03
90004,"M. Marc MILLOT",INDIVIDU,167,48.97,59.01
90004,"M. Henri POULNOT",INDIVIDU,165,48.38,58.30
90004,"M. Thierry MARTIN",INDIVIDU,163,47.80,57.59
90004,"M. Roger LAUQUIN",INDIVIDU,163,47.80,57.59
90004,"Mme Mireille ZAMOFING",INDIVIDU,162,47.50,57.24
90004,"M. Patrick CZUBA",INDIVIDU,161,47.21,56.89
90004,"Mme Jeanne-Rose GUILLEMAIN",INDIVIDU,161,47.21,56.89
90004,"M. Christophe LAURAINE",INDIVIDU,159,46.62,56.18
90004,"M. Claude ALBRECHT",INDIVIDU,158,46.33,55.83
90004,"M. Jean-Pierre BARRE",INDIVIDU,157,46.04,55.47
