code_insee,nom,parti,nb_voix,percent_inscrits,percents_exprimes
2B002,"M. André CASANOVA",LPS,138,76.66,99.28
2B002,"M. Hervé KLEINEIDAM",LPS,137,76.11,98.56
2B002,"M. Pascal ANGELINI",LPS,136,75.55,97.84
2B002,"M. Jean-François ARRIGHI",LPS,136,75.55,97.84
2B002,"M. Francis VIELES",LPS,136,75.55,97.84
2B002,"Mme Renée FERRARI",LPS,135,75.00,97.12
2B002,"M. Joseph MURACCIOLE",LPS,134,74.44,96.40
2B002,"M. Gilles SALVA",LPS,134,74.44,96.40
2B002,"M. José RODRIGUEZ",LPS,134,74.44,96.40
2B002,"M. Daniel BARCELO",LPS,133,73.88,95.68
2B002,"M. Christian DELETOILLE",LPS,132,73.33,94.96
2B003,"Mme Lucie AGOSTINI",LPS,57,76.00,100.00
2B003,"Mme Irène LAPS EPOUSE XICLUNA",LPS,57,76.00,100.00
2B003,"M. Christian ANGELI",LPS,57,76.00,100.00
2B003,"M. Gérard ORSONI",LPS,57,76.00,100.00
2B003,"M. Marius ANGELI",LPS,57,76.00,100.00
2B003,"M. Renaud BONIECH",LPS,57,76.00,100.00
2B003,"M. René CASAMATTA",LPS,57,76.00,100.00
2B005,"Mme Aurélie BERNARDI",LPS,23,62.16,100.00
2B005,"M. Guy MAMELLI",LPS,23,62.16,100.00
2B005,"M. François-Albert BERNARDI",LPS,23,62.16,100.00
2B005,"Mme Ingrid OGEDA-MONTI EP TADDEI",LPS,23,62.16,100.00
2B005,"M. Jean-Marc GUELFUCCI",LPS,23,62.16,100.00
2B005,"M. Jean-Marie GUELFUCCI",LPS,23,62.16,100.00
2B005,"Mme Corinne IMPERINETTI",LPS,23,62.16,100.00
2B007,"Mme Louise-Agathe ALBERTELLI EP ALBERTINI",LPS,192,58.00,100.00
2B007,"Mme Jeanne ANSALDI EP SANTUCCI",LPS,192,58.00,100.00
2B007,"Mme Françoise SIMEONI",LPS,192,58.00,100.00
2B007,"Mme Catherine ALBERTINI",LPS,192,58.00,100.00
2B007,"Mme Marie-Pierre FRIESS EP ANTOLINI",LPS,192,58.00,100.00
2B007,"M. François ALBERTINI",LPS,192,58.00,100.00
2B007,"M. Gérard-Christian PIERAGGI",LPS,192,58.00,100.00
2B007,"M. Jean-Vitus ALBERTINI",LPS,192,58.00,100.00
2B007,"M. Pasquin SANTINI",LPS,192,58.00,100.00
2B007,"M. Pierre-François-Paul ALBERTINI",LPS,192,58.00,100.00
2B007,"Mme Mathilde SANTUCCI EP ALFONSI",LPS,192,58.00,100.00
2B009,"M. Dominique VENTURINI",LUDI,579,41.59,47.81
2B009,"M. Ange FRATICELLI",LDVD,632,45.40,52.18
2B010,"M. Patrick KRAN",LPS,156,61.41,100.00
2B010,"M. Raphaël PARIGGI",LPS,156,61.41,100.00
2B010,"M. René AMAT",LPS,155,61.02,99.35
2B010,"M. François ROSSI",LPS,155,61.02,99.35
2B010,"M. Dominique SANTUCCI",LPS,153,60.23,98.07
2B010,"M. Nicolas ALLEGRINI",LPS,152,59.84,97.43
2B010,"M. François NEGRETTI",LPS,149,58.66,95.51
2B010,"M. Maurice PARIGGI",LPS,148,58.26,94.87
2B010,"M. Richard STURLESI",LPS,144,56.69,92.30
2B010,"Mme Carine LOVERINI-DAVID",LPS,142,55.90,91.02
2B010,"M. Paul MARTELLI",LPS,139,54.72,89.10
