code_insee,nom,parti,nb_voix,percent_inscrits,percents_exprimes
22001,"M. David CHEVALIER",INDIVIDU,211,50.59,57.96
22001,"Mme Brigitte JAGLIN",INDIVIDU,206,49.40,56.59
22001,"M. Vincent GUIGO",INDIVIDU,199,47.72,54.67
22001,"M. Yann BAUSSON",INDIVIDU,197,47.24,54.12
22001,"M. Jerome BURLOT",INDIVIDU,196,47.00,53.84
22001,"M. Guy BURLOT",INDIVIDU,194,46.52,53.29
22001,"M. Yohann HERVO",INDIVIDU,193,46.28,53.02
22001,"M. Stéphane SOMMIER",INDIVIDU,192,46.04,52.74
22001,"M. Lionel RAULT",INDIVIDU,191,45.80,52.47
22001,"M. Franck RIVALAN",INDIVIDU,181,43.40,49.72
22001,"M. Michel LE BOUDEC",INDIVIDU,180,43.16,49.45
22001,"Mme Mélina DENISAN",INDIVIDU,178,42.68,48.90
22001,"M. Philippe LE LOUARNE",INDIVIDU,175,41.96,48.07
22001,"M. Éric DIEULESAINT",INDIVIDU,171,41.00,46.97
22001,"Mme Mireille HORVAIS",INDIVIDU,171,41.00,46.97
22001,"M. Gérard GUIBERT",INDIVIDU,169,40.52,46.42
22001,"Mme Magali LE BORGNE",INDIVIDU,169,40.52,46.42
22001,"Mme Karine AMICEL",INDIVIDU,168,40.28,46.15
22001,"Mme Angélique PAWLAK",INDIVIDU,168,40.28,46.15
22001,"Mme Gaëlle LE GALL",INDIVIDU,168,40.28,46.15
22001,"M. Thierry ALLEE",INDIVIDU,167,40.04,45.87
22001,"M. Noël TILLY",INDIVIDU,167,40.04,45.87
22001,"Mme Cécile ROUXEL",INDIVIDU,167,40.04,45.87
22001,"Mme Catherine PEREIRA",INDIVIDU,166,39.80,45.60
22001,"M. Jerome CARRE",INDIVIDU,164,39.32,45.05
22001,"Mme Caroline SOUCHEYRE",INDIVIDU,157,37.64,43.13
22001,"M. Joël GAUTIER",INDIVIDU,155,37.17,42.58
22001,"M. Francois MOISAN",INDIVIDU,154,36.93,42.30
22001,"M. Jérémy LE NOUVEL",INDIVIDU,150,35.97,41.20
22001,"M. Jean-Charles LE HUIDOUX",INDIVIDU,140,33.57,38.46
22002,"M. Daniel DONET",LDVD,232,27.71,35.91
22002,"Mme Nicole POULAIN",LDVD,414,49.46,64.08
22003,"M. Jacques CHEVÉ",INDIVIDU,273,44.24,58.70
22003,"M. Olivier MORRY",INDIVIDU,271,43.92,58.27
22003,"Mme Géraldine DURAND",INDIVIDU,258,41.81,55.48
22003,"M. Emmanuel DUBOURG",INDIVIDU,256,41.49,55.05
22003,"Mme Sophie GORON",INDIVIDU,250,40.51,53.76
22003,"Mme Marylène NICOLL",INDIVIDU,247,40.03,53.11
22003,"M. Christophe OLLIVIER",INDIVIDU,246,39.87,52.90
22003,"Mme Christelle BREVET",INDIVIDU,245,39.70,52.68
22003,"Mme Christelle LAINÉ",INDIVIDU,242,39.22,52.04
22003,"M. Hervé GUILLAUME",INDIVIDU,239,38.73,51.39
22003,"M. Jean-François CAUDET",INDIVIDU,237,38.41,50.96
22003,"M. Pascal RENAUDIN",INDIVIDU,236,38.24,50.75
22003,"M. Michel LE ROUX",INDIVIDU,233,37.76,50.10
22003,"Mme Valérie GALLAND",INDIVIDU,231,37.43,49.67
22003,"M. Thierry ALLANIC",INDIVIDU,225,36.46,48.38
22003,"Mme Yvette LELAY",INDIVIDU,225,36.46,48.38
22003,"M. Gérard DELALANDE",INDIVIDU,225,36.46,48.38
22003,"M. Michel COLIN",INDIVIDU,223,36.14,47.95
22003,"Mme Michèle GUINVARC'H",INDIVIDU,218,35.33,46.88
22003,"M. Jordan HENGOAT",INDIVIDU,206,33.38,44.30
22003,"Mme Antoinette GLÉYEN",INDIVIDU,204,33.06,43.87
22003,"M. Frédérick JOUBERT DES OUCHES",INDIVIDU,197,31.92,42.36
22003,"M. Eric MATHIEU",INDIVIDU,197,31.92,42.36
22003,"M. Daniel FERNANDES",INDIVIDU,194,31.44,41.72
22003,"M. Antoine AVIZE",INDIVIDU,188,30.47,40.43
22003,"M. Charles HELYE",INDIVIDU,188,30.47,40.43
22003,"Mme Nicole FERNANDES",INDIVIDU,183,29.65,39.35
22003,"Mme Elisabeth MATHIEU",INDIVIDU,169,27.39,36.34
22003,"Mme Madeleine COLLET",INDIVIDU,163,26.41,35.05
22003,"M. Guillaume HELYE",INDIVIDU,163,26.41,35.05
22004,"M. Gérard LE CAER",LCOM,1433,38.59,62.85
22004,"Mme Chantal ROUZIOUX",LDVG,847,22.81,37.14
22005,"M. François LE MARREC",LDVG,309,41.70,50.16
22005,"M. Eric LE GOFF",LDIV,55,7.42,8.92
22005,"M. Jean DAVID",LSOC,252,34.00,40.90
22006,"Mme Huguette LE ROUX",INDIVIDU,113,66.86,95.76
22006,"Mme Maryvonne DELATTRE",INDIVIDU,113,66.86,95.76
22006,"M. Louis MERRER",INDIVIDU,111,65.68,94.06
22006,"M. Pierre-Yves DROUMAGUET",INDIVIDU,110,65.08,93.22
22006,"M. Yvon BROCHEN",INDIVIDU,110,65.08,93.22
22006,"Mme Magalie BERTHELOT",INDIVIDU,107,63.31,90.67
22006,"Mme Catherine LUCAS",INDIVIDU,106,62.72,89.83
22006,"Mme Sylvie LOAS",INDIVIDU,105,62.13,88.98
22006,"M. Christian GROT",INDIVIDU,104,61.53,88.13
22006,"M. Jean-Yves BOURVEAU",INDIVIDU,104,61.53,88.13
22006,"Mme Laurence BENECH",INDIVIDU,102,60.35,86.44
22007,"M. René ANDRE",LDVD,1114,33.80,49.01
22007,"M. Christian URVOY",LSOC,1159,35.17,50.98
22008,"M. Denis RIAUX",LMDM,262,30.57,43.44
22008,"M. Jacky HEUZE",LDVD,341,39.78,56.55
22009,"Mme Marie-Thérèse LE POTIER",INDIVIDU,100,74.07,92.59
22009,"Mme Jeannine LE GOFF",INDIVIDU,95,70.37,87.96
22009,"Mme Caroline HAZARD",INDIVIDU,94,69.62,87.03
22009,"M. Gilbert AUFFRAY",INDIVIDU,93,68.88,86.11
22009,"M. Michel JOUAN",INDIVIDU,93,68.88,86.11
22009,"Mme Anne HENRY",INDIVIDU,93,68.88,86.11
22009,"M. Olivier PICHON",INDIVIDU,92,68.14,85.18
22009,"M. Gervais FOUSSARD",INDIVIDU,92,68.14,85.18
22009,"M. Jean-Yves LE GUILLOUX",INDIVIDU,86,63.70,79.62
22009,"Mme Suzanne MEVEL",INDIVIDU,83,61.48,76.85
22009,"M. Pascal NELLO",INDIVIDU,74,54.81,68.51
22011,"M. Roland BRIAND",LDVG,276,36.50,45.92
22011,"Mme Béatrice TANGUY",LDVG,325,42.98,54.07
22012,"M. Franck BESNARD",INDIVIDU,421,66.71,92.93
22012,"Mme Haude HOUZE",INDIVIDU,420,66.56,92.71
22012,"M. Jean-Luc BARBEDIENNE",INDIVIDU,417,66.08,92.05
22012,"M. Dominique CHRETIEN",INDIVIDU,414,65.61,91.39
22012,"Mme Marie-Thérèse COURBÉ",INDIVIDU,412,65.29,90.94
22012,"Mme Brigitte BON",INDIVIDU,410,64.97,90.50
22012,"Mme Lidwine SIMÉON",INDIVIDU,409,64.81,90.28
22012,"Mme Emma LAINE",INDIVIDU,405,64.18,89.40
22012,"Mme Chantal FROSTIN",INDIVIDU,400,63.39,88.30
22012,"M. Jean-Michel BOUTIER",INDIVIDU,396,62.75,87.41
22012,"M. Edmond HERVE",INDIVIDU,394,62.44,86.97
22012,"Mme Isabelle RIPOLL",INDIVIDU,393,62.28,86.75
22012,"M. Olivier LE PROVOST",INDIVIDU,391,61.96,86.31
22012,"M. Jean-Claude LEFEBVRE",INDIVIDU,388,61.48,85.65
22012,"M. Pascal LEBRETON",INDIVIDU,379,60.06,83.66
22013,"M. Jean-Luc HERVE",LDVD,568,32.94,44.58
22013,"M. Guy CADORET",LSOC,706,40.95,55.41
22014,"M. Philippe DAULY",LDVG,455,58.48,100.00
22015,"M. Yves RUFFET",LDVD,623,52.93,72.10
22015,"M. Dominique ROUTIER",LDVD,241,20.47,27.89
22016,"Mme Marie-Louise RIVOALEN",INDIVIDU,248,51.77,62.31
22016,"Mme Maëlle LE ROLLAND",INDIVIDU,241,50.31,60.55
22016,"M. Jean-Luc LE PACHE",INDIVIDU,236,49.26,59.29
22016,"M. Patrick HUET",INDIVIDU,228,47.59,57.28
22016,"Mme Josette ALICE",INDIVIDU,219,45.72,55.02
22016,"Mme Marie-Claude DUPERRÉ",INDIVIDU,218,45.51,54.77
22016,"Mme Brigitte GRAFFE-CAZENAVE",INDIVIDU,214,44.67,53.76
22016,"M. Xavier DECROIX",INDIVIDU,201,41.96,50.50
22016,"M. François ROUSSEL",INDIVIDU,194,40.50,48.74
