code_insee,nom,parti,nb_voix,percent_inscrits,percents_exprimes
2A001,"M. Ange Pascal MINICONI",LDVG,1406,57.03,64.94
2A001,"M. Jean-Louis LUCIANI",LDVG,759,30.79,35.05
2A004,"Mme Anne-Marie LUCIANI",LDVG,895,2.66,3.83
2A004,"M. Joseph FILIPPI",LDIV,2517,7.50,10.77
2A004,"M. François FILONI",LDIV,599,1.78,2.56
2A004,"M. José RISTICONI",LFN,1940,5.78,8.30
2A004,"M. Simon RENUCCI",LDVG,8543,25.48,36.57
2A004,"M. Laurent MARCANGELI",LUD,8214,24.49,35.16
2A004,"M. Jacques BILLARD",LDVD,650,1.93,2.78
2A006,"M. Pierre FERRUCCI",LDVD,630,22.62,29.04
2A006,"M. Etienne FERRANDI",LDVG,1539,55.26,70.95
2A008,"M. Pierre-Paul LUCIANI",LUMP,524,41.32,54.13
2A008,"M. Paul-Joseph QUASTANA",LDIV,444,35.01,45.86
2A011,"M. Etienne CARLOTTI",INDIVIDU,48,64.86,100.00
2A011,"M. Pierre RICCI",INDIVIDU,48,64.86,100.00
2A011,"M. Alain MATTEI",INDIVIDU,48,64.86,100.00
2A011,"M. Toussaint SIMONPIETRI",INDIVIDU,48,64.86,100.00
2A011,"M. Antoine MONEGLIA",INDIVIDU,48,64.86,100.00
2A011,"M. Jean-Paul PANZANI",INDIVIDU,48,64.86,100.00
2A011,"Mme Marie-Pierrette PAOLETTI",INDIVIDU,48,64.86,100.00
2A014,"M. Jean-Toussaint POLI",INDIVIDU,53,71.62,100.00
2A014,"M. Dominique-Ange ANTONINI",INDIVIDU,52,70.27,98.11
2A014,"M. Gilles SALARIS",INDIVIDU,52,70.27,98.11
2A014,"Mme Virginie COLONNA",INDIVIDU,52,70.27,98.11
2A014,"M. Christophe RESSOUCHE",INDIVIDU,50,67.56,94.33
2A014,"M. Marcel NANNINI",INDIVIDU,50,67.56,94.33
2A014,"M. Jean-Michel MARCHI",INDIVIDU,42,56.75,79.24
2A017,"M. Jean-Paul GRISONI",LDVD,273,18.84,22.06
2A017,"Mme Jocelyne CAPARELLI",LDVD,128,8.83,10.34
2A017,"M. François FAGGIANELLI",LDVG,836,57.69,67.58
2A018,"Mme Marie-Antoinette ROTILY FORCIOLI-CARRIER",INDIVIDU,74,54.01,100.00
2A018,"Mme Elisabeth BARRAULT",INDIVIDU,73,53.28,98.64
2A018,"M. Jean- Philippe SCAGLIA",INDIVIDU,73,53.28,98.64
2A018,"Mme Alexandra ORTOLI",INDIVIDU,73,53.28,98.64
2A018,"Mme Antoinette ZAVANI ÉPOUSE VALET",INDIVIDU,73,53.28,98.64
2A018,"Mme Gyslaine COLONNA D'ISTRIA",INDIVIDU,73,53.28,98.64
2A018,"Mme Eugènie PAPINI VEUVE GIACOMONI",INDIVIDU,73,53.28,98.64
2A018,"M. Jean-Pierre MARRATZU",INDIVIDU,73,53.28,98.64
2A018,"M. Jean-François RUFFINI",INDIVIDU,72,52.55,97.29
2A018,"M. François NICOLAÏ",INDIVIDU,71,51.82,95.94
2A018,"Mme Marie-France MOZZICONACCI",INDIVIDU,60,43.79,81.08
2A019,"M. Antoine TROJANI",INDIVIDU,75,77.31,100.00
2A019,"Mme Marie-France BIANCUCCI",INDIVIDU,73,75.25,97.33
2A019,"M. Xavier GERONIMI",INDIVIDU,73,75.25,97.33
2A019,"Mme Marie-Jeanne COSTA",INDIVIDU,73,75.25,97.33
2A019,"Mme Marie-Françoise COLONNA",INDIVIDU,72,74.22,96.00
2A019,"M. Jean-Pierre GIAFFERRI",INDIVIDU,71,73.19,94.66
2A019,"M. Jean-André CANAVELLI",INDIVIDU,70,72.16,93.33
2A021,"Mme Magalie CARACCIOLI",INDIVIDU,86,75.43,93.47
2A021,"M. Jean-Luc CASALTA",INDIVIDU,86,75.43,93.47
2A021,"M. Raymond CASABIANCA",INDIVIDU,86,75.43,93.47
2A021,"M. Julien CASALTA",INDIVIDU,85,74.56,92.39
2A021,"Mme Claire ISTRIA",INDIVIDU,84,73.68,91.30
2A021,"M. Jean-Claude LECCIA",INDIVIDU,84,73.68,91.30
2A021,"M. Paul-Joseph CAITUCOLI",INDIVIDU,83,72.80,90.21
2A022,"Mme Elisabeth MICHELI",INDIVIDU,77,77.00,100.00
2A022,"M. Christian ANGELINI",INDIVIDU,76,76.00,98.70
2A022,"M. Jean-Claude BENEDETTI",INDIVIDU,76,76.00,98.70
2A022,"M. François TABARANI",INDIVIDU,75,75.00,97.40
2A022,"M. Paul-Antoine SANTORI",INDIVIDU,75,75.00,97.40
2A022,"Mme Pauline UCCIANI",INDIVIDU,74,74.00,96.10
2A022,"M. Jean-Baptiste SUSINI",INDIVIDU,73,73.00,94.80
2A024,"M. Pierre CASTELLANI",INDIVIDU,161,70.00,97.57
2A024,"M. Pascal BARTOLI",INDIVIDU,158,68.69,95.75
2A024,"M. Julien GOTI",INDIVIDU,158,68.69,95.75
2A024,"Mme Laetitia AUDIAU",INDIVIDU,156,67.82,94.54
2A024,"Mme Josiane GIOVANNANGELI",INDIVIDU,154,66.95,93.33
2A024,"M. Gilles LUCCHINI",INDIVIDU,154,66.95,93.33
2A024,"M. Mathieu LECERF",INDIVIDU,154,66.95,93.33
2A024,"M. Albert PIAZZA",INDIVIDU,153,66.52,92.72
2A024,"M. Richard CESARI",INDIVIDU,153,66.52,92.72
2A024,"M. Toussaint CHIARONI",INDIVIDU,151,65.65,91.51
2A024,"Mme Anna FAVREAU",INDIVIDU,148,64.34,89.69
2A026,"M. Antoine FOATA",INDIVIDU,112,71.33,100.00
2A026,"M. Didier VERGAMINI",INDIVIDU,112,71.33,100.00
2A026,"Mme Marie, Dominique CHIARISOLI",INDIVIDU,112,71.33,100.00
2A026,"Mme Aurélie BERTUCCI",INDIVIDU,112,71.33,100.00
2A026,"Mme Magali WENZ-GUGLIELMI",INDIVIDU,112,71.33,100.00
2A026,"M. Jean Marie BENVENUTI",INDIVIDU,111,70.70,99.10
2A026,"M. Pierre Dominique DE LA FOATA",INDIVIDU,111,70.70,99.10
2A026,"M. Antoine PERETTI",INDIVIDU,111,70.70,99.10
2A026,"M. Antoine-Dominique BURESI",INDIVIDU,110,70.06,98.21
2A026,"M. Alain TEYLOUNI",INDIVIDU,110,70.06,98.21
2A026,"M. Vincent PAOLANTONACCI",INDIVIDU,109,69.42,97.32
2A027,"M. Thierry LECA",INDIVIDU,57,68.67,85.07
2A027,"M. Juge Antoine ANTONIETTI",INDIVIDU,55,66.26,82.08
2A027,"M. Jérémie VANDEPOORTE-GIACOMONI",INDIVIDU,55,66.26,82.08
2A027,"M. Denis PINELLI",INDIVIDU,54,65.06,80.59
2A027,"M. Roland MONTANE",INDIVIDU,53,63.85,79.10
2A027,"Mme Marie-Josée ANTONIETTI",INDIVIDU,52,62.65,77.61
2A027,"M. Jean BETTINI",INDIVIDU,51,61.44,76.11
2A027,"M. Antoine Marie PINELLI",INDIVIDU,23,27.71,34.32
2A028,"Mme Flora ALTIERI-LECA",INDIVIDU,110,43.47,49.32
2A028,"Mme Marie-Jeanne ALTIERI-LECA",INDIVIDU,107,42.29,47.98
2A028,"M. François COLONNA",INDIVIDU,106,41.89,47.53
2A028,"M. Jean-Marie GOYHENEIX",INDIVIDU,104,41.10,46.63
2A028,"M. Claude FABIANI",INDIVIDU,104,41.10,46.63
2A028,"Mme Marie-Hélène CHAPUIS",INDIVIDU,104,41.10,46.63
2A028,"Mme Stéphanie BAKHOUM",INDIVIDU,103,40.71,46.18
2A028,"Mme Anasthasie POLI",INDIVIDU,102,40.31,45.73
2A028,"M. Dominique GRISONI",INDIVIDU,100,39.52,44.84
2A028,"M. Pierre-Jean RUBINI",INDIVIDU,100,39.52,44.84
2A028,"M. Eric LECA",INDIVIDU,99,39.13,44.39
2A028,"M. Pierre-Antoine LECA",INDIVIDU,98,38.73,43.94
2A028,"M. Christophe VERSINI",INDIVIDU,96,37.94,43.04
2A028,"Mme Flavie ARRIGHI",INDIVIDU,95,37.54,42.60
2A028,"M. Pierre-Thomas ALLEGRINI",INDIVIDU,95,37.54,42.60
2A028,"M. Pascal MAROSELLI",INDIVIDU,94,37.15,42.15
2A028,"Mme Floriane LECA",INDIVIDU,94,37.15,42.15
2A028,"M. Joseph ANTONINI",INDIVIDU,94,37.15,42.15
2A028,"Mme Angélina COLONNA",INDIVIDU,93,36.75,41.70
2A028,"M. François ALBERTINI",INDIVIDU,90,35.57,40.35
2A028,"M. Antoine CARLOTTI",INDIVIDU,90,35.57,40.35
2A028,"M. Alain SERRA",INDIVIDU,90,35.57,40.35
2A028,"M. Jean-André CARLOTTI",INDIVIDU,36,14.22,16.14
2A028,"Mme Colomba CARLOTTI-GAMBIN",INDIVIDU,34,13.43,15.24
2A028,"Mme Nicole CARLOTTI",INDIVIDU,30,11.85,13.45
2A028,"Mme Vanessa GRISONI",INDIVIDU,22,8.69,9.86
2A028,"M. Lionel SCHIAVON",INDIVIDU,20,7.90,8.96
2A031,"M. Jean-Baptiste GIFFON",INDIVIDU,331,54.62,60.07
2A031,"Mme Pascaline FRASSATI",INDIVIDU,322,53.13,58.43
2A031,"M. Marien USCIATI",INDIVIDU,322,53.13,58.43
2A031,"M. Jean-François SETA",INDIVIDU,314,51.81,56.98
2A031,"M. Pierre-Toussaint BERNARDINI",INDIVIDU,307,50.66,55.71
2A031,"M. Jacques FRANCESCHINI",INDIVIDU,299,49.33,54.26
2A031,"M. René FRANCESCHINI",INDIVIDU,298,49.17,54.08
2A031,"M. Jean-Paul BRIGNOLI",INDIVIDU,296,48.84,53.72
2A031,"Mme Toussainte BERNARDI EPSE ROS",INDIVIDU,293,48.34,53.17
2A031,"M. Mathieu USCIATI",INDIVIDU,280,46.20,50.81
2A031,"M. Jean-Dominique NUNZI",INDIVIDU,279,46.03,50.63
2A031,"M. Armand FIGLIE",INDIVIDU,279,46.03,50.63
2A031,"M. Jean-Marie FRASSATI",INDIVIDU,278,45.87,50.45
2A031,"M. Nicolas LUGREZI",INDIVIDU,278,45.87,50.45
2A031,"M. Frédéric GROSSI",INDIVIDU,278,45.87,50.45
2A031,"Mme Marylin DE SIMONE",INDIVIDU,271,44.71,49.18
2A031,"M. Jean PITTILLONI",INDIVIDU,261,43.06,47.36
2A031,"Mme Emmanuelle SAVALL",INDIVIDU,259,42.73,47.00
2A031,"M. Christian LORENZONI",INDIVIDU,255,42.07,46.27
2A031,"Mme Madeleine SAMMARCELLI",INDIVIDU,249,41.08,45.19
2A031,"M. Antone NUNZI",INDIVIDU,248,40.92,45.00
2A031,"Mme Milagros BARTOLI",INDIVIDU,246,40.59,44.64
2A031,"M. Roger MARTINI",INDIVIDU,245,40.42,44.46
2A031,"Mme Claudia CARLOTTI",INDIVIDU,243,40.09,44.10
2A031,"M. Dominique FOLACCI",INDIVIDU,243,40.09,44.10
2A031,"M. François D'AMORE",INDIVIDU,242,39.93,43.92
2A031,"M. Philippe TIRROLONI",INDIVIDU,234,38.61,42.46
2A031,"M. François GIACOMETTI",INDIVIDU,231,38.11,41.92
2A031,"M. Christophe GANDON",INDIVIDU,228,37.62,41.37
2A031,"M. Julien DURAND-ARMELLINI",INDIVIDU,226,37.29,41.01
2A032,"M. Antoine OTTAVI",LDVG,1581,59.77,100.00
2A035,"M. Pierre-Antoine SECONDI",INDIVIDU,195,75.28,88.23
2A035,"M. Pierre-Paul SERAFINI",INDIVIDU,194,74.90,87.78
2A035,"M. Pierre BIANCARELLI",INDIVIDU,191,73.74,86.42
2A035,"M. Pascal MONDOLONI",INDIVIDU,191,73.74,86.42
2A035,"M. Antoine ETTORI",INDIVIDU,189,72.97,85.52
2A035,"M. Michel ISTRIA",INDIVIDU,183,70.65,82.80
2A035,"M. Paul POLLONI",INDIVIDU,177,68.33,80.09
2A035,"M. Joseph SIMONPIETRI",INDIVIDU,176,67.95,79.63
2A035,"M. Séraphin MONDOLONI",INDIVIDU,175,67.56,79.18
2A035,"M. Yves TOLINI",INDIVIDU,173,66.79,78.28
2A035,"M. Pierre CASALTA",INDIVIDU,152,58.68,68.77
2A035,"M. Jean-Pierre TOLINI",INDIVIDU,59,22.77,26.69
