code_insee,nom,parti,nb_voix,percent_inscrits,percents_exprimes
86001,"M. Philippe ROSE",INDIVIDU,340,58.72,76.06
86001,"M. Christophe SOUCHAUD",INDIVIDU,328,56.64,73.37
86001,"Mme Annie DESBORDES",INDIVIDU,309,53.36,69.12
86001,"M. Emmanuel BRUGIER",INDIVIDU,303,52.33,67.78
86001,"M. Thierry ROLLE MILAGUET",INDIVIDU,301,51.98,67.33
86001,"M. Jacques DAZAS",INDIVIDU,297,51.29,66.44
86001,"Mme Christiane DESNOELLE",INDIVIDU,288,49.74,64.42
86001,"Mme Liliane QUERRIOUX",INDIVIDU,282,48.70,63.08
86001,"Mme Coralie DEPORT",INDIVIDU,282,48.70,63.08
86001,"Mme Laurence GIRAUD",INDIVIDU,279,48.18,62.41
86001,"M. Gildas RAFFIN",INDIVIDU,274,47.32,61.29
86001,"Mme Géraldine LEVESQUE",INDIVIDU,270,46.63,60.40
86001,"M. Jean CHARRY",INDIVIDU,265,45.76,59.28
86001,"M. Laurent VACHON",INDIVIDU,256,44.21,57.27
86001,"M. André BERTHOMIER",INDIVIDU,248,42.83,55.48
86001,"Mme Anne-Marie RIFFAUD",INDIVIDU,204,35.23,45.63
86001,"Mme Marie-Josèphe GIRARD",INDIVIDU,195,33.67,43.62
86001,"M. Romain DESBORDES",INDIVIDU,182,31.43,40.71
86001,"M. Denis COMMIN",INDIVIDU,166,28.67,37.13
86001,"Mme Marie-Laure ESCHAPASSE",INDIVIDU,152,26.25,34.00
86001,"M. Denis CZOCHARA",INDIVIDU,149,25.73,33.33
86001,"M. Benoît DUMAS",INDIVIDU,143,24.69,31.99
86001,"Mme Jenifer SMITH",INDIVIDU,127,21.93,28.41
86002,"Mme Françoise LARDEAU",INDIVIDU,261,64.92,96.66
86002,"M. Hervé COURIVAUD",INDIVIDU,260,64.67,96.29
86002,"M. Alain NOIRAUD",INDIVIDU,259,64.42,95.92
86002,"Mme Valérie GIRARD",INDIVIDU,258,64.17,95.55
86002,"Mme Inés AUBOURG",INDIVIDU,257,63.93,95.18
86002,"M. Benoit MONTIGNY",INDIVIDU,256,63.68,94.81
86002,"M. Pascal VIGNAUD",INDIVIDU,256,63.68,94.81
86002,"Mme Béatrice MÉRÉ-POMMIER",INDIVIDU,254,63.18,94.07
86002,"Mme Florence DINARD",INDIVIDU,252,62.68,93.33
86002,"M. André PEDEBOSCQ",INDIVIDU,249,61.94,92.22
86002,"M. Stéphane PARADOT",INDIVIDU,246,61.19,91.11
86002,"M. André MICHIELSENS",INDIVIDU,246,61.19,91.11
86002,"M. Claude LÉVÊQUE",INDIVIDU,238,59.20,88.14
86002,"M. Michel COLLAS",INDIVIDU,236,58.70,87.40
86002,"M. Claude CHALLEAU",INDIVIDU,231,57.46,85.55
86003,"M. Cédric ROLLAND",INDIVIDU,145,53.50,68.72
86003,"M. Bertrand THIBAULT",INDIVIDU,142,52.39,67.29
86003,"M. Patrick GORMALLY",INDIVIDU,140,51.66,66.35
86003,"M. Samuel MARSAULT",INDIVIDU,140,51.66,66.35
86003,"M. Joël BLANLOEIL",INDIVIDU,139,51.29,65.87
86003,"Mme Sophie DE LAUZON",INDIVIDU,136,50.18,64.45
86003,"M. Claude MALLET",INDIVIDU,136,50.18,64.45
86003,"Mme Marinette FAYOUX",INDIVIDU,134,49.44,63.50
86003,"Mme Martine MOUSSERION",INDIVIDU,132,48.70,62.55
86003,"M. Jean MILLET",INDIVIDU,130,47.97,61.61
86003,"M. Olivier PENOT",INDIVIDU,130,47.97,61.61
86003,"M. Laurent PALEZIS",INDIVIDU,88,32.47,41.70
86003,"M. Jérôme MIGEON",INDIVIDU,79,29.15,37.44
86003,"M. Loïc ROUCHER",INDIVIDU,78,28.78,36.96
86003,"M. Sébastien GORGETTE",INDIVIDU,77,28.41,36.49
86003,"M. Jérôme DESCHAMPS",INDIVIDU,75,27.67,35.54
86003,"Mme Isabelle BOURREAU",INDIVIDU,74,27.30,35.07
86004,"Mme Marie-Christine CHARTRAIN",INDIVIDU,225,67.36,82.11
86004,"M. Pascal LORILLARD",INDIVIDU,215,64.37,78.46
86004,"M. Jean-Michel TARDIF",INDIVIDU,213,63.77,77.73
86004,"M. Jean-François LECAMP",INDIVIDU,190,56.88,69.34
