code_insee,nom,parti,nb_voix,percent_inscrits,percents_exprimes
54001,"M. David RENKES",INDIVIDU,168,69.13,84.84
54001,"M. Patrick SALOU",INDIVIDU,163,67.07,82.32
54001,"M. Christophe FIEUTELOT",INDIVIDU,162,66.66,81.81
54001,"M. Gilbert BIEGEL",INDIVIDU,160,65.84,80.80
54001,"M. Gilles LORETTE",INDIVIDU,155,63.78,78.28
54001,"M. Christophe VIRION",INDIVIDU,154,63.37,77.77
54001,"Mme Nathalie MAY",INDIVIDU,142,58.43,71.71
54001,"M. Régis VAGUENEZ",INDIVIDU,138,56.79,69.69
54001,"M. Mathieu L'HUILLIER",INDIVIDU,133,54.73,67.17
54001,"Mme Nathalie GOUGELIN",INDIVIDU,129,53.08,65.15
54001,"M. Rémi LAVALLÉE",INDIVIDU,99,40.74,50.00
54001,"M. Patrick BASTIEN",INDIVIDU,87,35.80,43.93
54002,"Mme Nathalie KRAPEZ",INDIVIDU,120,65.21,88.88
54002,"M. Sylvain HESPEL",INDIVIDU,113,61.41,83.70
54002,"Mme Anne-Valérie BOUCHER",INDIVIDU,111,60.32,82.22
54002,"M. Daniel POLEGGI",INDIVIDU,107,58.15,79.25
54002,"M. Michel TORLOTING",INDIVIDU,104,56.52,77.03
54002,"M. Etienne LEFEVRE",INDIVIDU,103,55.97,76.29
54002,"M. Régis TORLOTING",INDIVIDU,98,53.26,72.59
54002,"Mme Clémentine VALLETTI",INDIVIDU,96,52.17,71.11
54002,"M. Claude BIDON",INDIVIDU,89,48.36,65.92
54002,"Mme Angèle POIROT",INDIVIDU,89,48.36,65.92
54002,"M. Denis SAVARD",INDIVIDU,88,47.82,65.18
54002,"Mme Colette SAVARD",INDIVIDU,81,44.02,60.00
54003,"M. Eric MATHIEU",INDIVIDU,83,80.58,93.25
54003,"M. Arnaud ADAM",INDIVIDU,78,75.72,87.64
54003,"M. Benoît RAOULT",INDIVIDU,72,69.90,80.89
54003,"M. Joël BAUDY",INDIVIDU,72,69.90,80.89
54003,"M. Patrick SCHMITT",INDIVIDU,71,68.93,79.77
54003,"M. Jean-Pierre OLRY",INDIVIDU,69,66.99,77.52
54003,"M. Roger CLAUDOTTE",INDIVIDU,69,66.99,77.52
54003,"M. Denis EULRY",INDIVIDU,68,66.01,76.40
54003,"M. Patrick GAUDE",INDIVIDU,63,61.16,70.78
54003,"M. Sébastien GASPARD",INDIVIDU,54,52.42,60.67
54003,"Mme Fabienne DASILVA TAVARES",INDIVIDU,37,35.92,41.57
54003,"M. Bernard THABOURIN",INDIVIDU,27,26.21,30.33
54003,"M. Adrien CHARRONT",INDIVIDU,22,21.35,24.71
54003,"Mme Marie-Antoinette TZVETKOV",INDIVIDU,19,18.44,21.34
54004,"Mme Vanessa PELAEZ",INDIVIDU,91,57.96,86.66
54004,"M. Christophe CHACHURA",INDIVIDU,89,56.68,84.76
54004,"Mme Cécile HUYBRECHTS",INDIVIDU,88,56.05,83.80
54004,"Mme Jeanne COLATOSTI",INDIVIDU,86,54.77,81.90
54004,"Mme Sabrina LARIVE",INDIVIDU,85,54.14,80.95
54004,"M. Xavier MALLINGER",INDIVIDU,83,52.86,79.04
54004,"M. Benoit MALLINGER",INDIVIDU,82,52.22,78.09
54004,"M. Etienne MARTIN",INDIVIDU,64,40.76,60.95
54004,"M. Roger CLAUS",INDIVIDU,59,37.57,56.19
54004,"M. Patrick MARTIN",INDIVIDU,54,34.39,51.42
54004,"M. Michel CUEL-OLLER",INDIVIDU,52,33.12,49.52
54004,"Mme Valérie POSTERA",INDIVIDU,45,28.66,42.85
54005,"M. Philippe PESCHEUR",INDIVIDU,68,70.83,94.44
54005,"Mme Alexia ETIENNE",INDIVIDU,67,69.79,93.05
54005,"M. Jean-Paul BOURGUIGNON",INDIVIDU,66,68.75,91.66
54005,"Mme Stéphanie VUILLAUME",INDIVIDU,65,67.70,90.27
54005,"M. Damien DARDINIER",INDIVIDU,65,67.70,90.27
54005,"M. Gérard BRIANÇON",INDIVIDU,65,67.70,90.27
54005,"M. Denis BEAUREGARD",INDIVIDU,63,65.62,87.50
54005,"M. Bernard VUILLAUME",INDIVIDU,63,65.62,87.50
54005,"M. Etienne VOINOT",INDIVIDU,63,65.62,87.50
54005,"M. Denis GUAY",INDIVIDU,63,65.62,87.50
54005,"M. Jean-Baptiste LEGENDRE",INDIVIDU,59,61.45,81.94
54006,"Mme Marie-Irène PEREIRA",INDIVIDU,213,60.68,98.15
54006,"M. Etienne DROUVILLE",INDIVIDU,210,59.82,96.77
54006,"M. Jean CONRAUX",INDIVIDU,209,59.54,96.31
54006,"Mme Christelle PARIS",INDIVIDU,209,59.54,96.31
54006,"M. Alexandre DELHOMENIE",INDIVIDU,209,59.54,96.31
54006,"M. Philippe LOVO",INDIVIDU,208,59.25,95.85
54006,"M. Eric GIGLEUX",INDIVIDU,208,59.25,95.85
54006,"M. Cyril THIRIET",INDIVIDU,207,58.97,95.39
54006,"M. Benoît REIGNIER",INDIVIDU,207,58.97,95.39
54006,"M. Denis LAPOINTE",INDIVIDU,207,58.97,95.39
54006,"M. Olivier LIEBER",INDIVIDU,200,56.98,92.16
54007,"M. Cyrille MARC",INDIVIDU,274,57.44,85.09
54007,"M. Bertrand GERARD",INDIVIDU,273,57.23,84.78
54007,"M. Franck MARTIN",INDIVIDU,272,57.02,84.47
54007,"M. Thierry LACROIX",INDIVIDU,271,56.81,84.16
54007,"M. Dominique THIRIET",INDIVIDU,269,56.39,83.54
54007,"M. Sylvain COTTRELLE",INDIVIDU,267,55.97,82.91
54007,"M. Olivier DINEE",INDIVIDU,267,55.97,82.91
54007,"M. Philippe HALLER",INDIVIDU,267,55.97,82.91
54007,"Mme Odile FRAULOB",INDIVIDU,264,55.34,81.98
54007,"Mme Nathalie THOUVENOT",INDIVIDU,262,54.92,81.36
54007,"M. Jean-Luc PREVOST",INDIVIDU,261,54.71,81.05
54007,"M. Etienne LELEU",INDIVIDU,253,53.03,78.57
54007,"M. Francis METZ",INDIVIDU,251,52.62,77.95
54007,"Mme Elodie DESPAQUIS",INDIVIDU,237,49.68,73.60
54007,"M. André FONTAINE",INDIVIDU,196,41.09,60.86
54007,"M. Alain ROUCHON",INDIVIDU,162,33.96,50.31
54008,"M. Daniel PRIME",INDIVIDU,189,57.09,66.31
54008,"M. Cyril GATTAUT",INDIVIDU,188,56.79,65.96
54008,"M. Sébastien MARTIN",INDIVIDU,183,55.28,64.21
54008,"M. Wulfran HUMEBRT",INDIVIDU,181,54.68,63.50
54008,"M. Laurent MARTIN",INDIVIDU,178,53.77,62.45
54008,"Mme Catherine HUMBERT",INDIVIDU,178,53.77,62.45
54008,"M. Alain BIGARE",INDIVIDU,177,53.47,62.10
54008,"Mme Joëlle MAYON",INDIVIDU,176,53.17,61.75
54008,"M. Roland MILLERY",INDIVIDU,176,53.17,61.75
54008,"Mme Martine REPIQUET",INDIVIDU,168,50.75,58.94
54008,"M. Marc GEOFFROY",INDIVIDU,162,48.94,56.84
54008,"M. Ludovic PERRIN",INDIVIDU,113,34.13,39.64
54008,"Mme Natacha RIQUET",INDIVIDU,105,31.72,36.84
54008,"M. Jean-Philippe GIGOUT",INDIVIDU,104,31.41,36.49
54008,"M. Jimmy VAIRELLES",INDIVIDU,103,31.11,36.14
54008,"M. Sylvain YUNG",INDIVIDU,102,30.81,35.78
54008,"M. Michel PASQUET",INDIVIDU,101,30.51,35.43
54008,"M. Jean-Michel MARCOUX",INDIVIDU,100,30.21,35.08
54008,"M. Olivier RICHER",INDIVIDU,99,29.90,34.73
54008,"Mme Nathalie VAUTRIN",INDIVIDU,95,28.70,33.33
54008,"Mme Jennifer MARCOUX",INDIVIDU,89,26.88,31.22
54008,"M. Albéric POIREL",INDIVIDU,87,26.28,30.52
54009,"M. William MARCHAND",INDIVIDU,70,56.91,82.35
54009,"Mme Valérie SANTAMBROGIO",INDIVIDU,68,55.28,80.00
54009,"M. Daniel ANTOINE",INDIVIDU,67,54.47,78.82
54009,"M. Emmanuel COLLIGNON",INDIVIDU,66,53.65,77.64
54009,"M. Cédric POUILLION",INDIVIDU,65,52.84,76.47
54009,"M. Guy GILSON",INDIVIDU,65,52.84,76.47
54009,"Mme Monique SAVOYANT",INDIVIDU,64,52.03,75.29
54009,"M. Jean-Luc POUILLION",INDIVIDU,64,52.03,75.29
54009,"M. Benjamin POUILLION",INDIVIDU,62,50.40,72.94
54009,"M. Patrice GILSON",INDIVIDU,61,49.59,71.76
54009,"M. Lucien DUREN",INDIVIDU,58,47.15,68.23
54009,"M. Serge COLLIGNON",INDIVIDU,28,22.76,32.94
54010,"M. Patrick DROUOT",INDIVIDU,219,55.02,88.66
54010,"Mme Isabelle FOSSE",INDIVIDU,214,53.76,86.63
54010,"M. Jean-Marc MIGNON",INDIVIDU,212,53.26,85.82
54010,"M. Julien GRAND-PERRET",INDIVIDU,210,52.76,85.02
54010,"M. Yvon MOINIER",INDIVIDU,210,52.76,85.02
54010,"M. Nicolas PHILIS",INDIVIDU,207,52.01,83.80
54010,"Mme Anaïs KLEIN",INDIVIDU,204,51.25,82.59
54010,"M. Christophe BENOIT",INDIVIDU,203,51.00,82.18
54010,"M. Stéphane LEPAGE",INDIVIDU,203,51.00,82.18
54010,"Mme Stéphanie MOUILLET",INDIVIDU,203,51.00,82.18
54010,"M. Jean-Marie CHARON",INDIVIDU,196,49.24,79.35
54010,"Mme Sylvie EIFLER",INDIVIDU,192,48.24,77.73
54010,"Mme Peggy DANGESLER",INDIVIDU,186,46.73,75.30
54010,"M. Jean-François BALTARD",INDIVIDU,174,43.71,70.44
54010,"M. Florent MOINIER",INDIVIDU,171,42.96,69.23
54010,"M. Patrick VAUTRE",INDIVIDU,53,13.31,21.45
54011,"M. Eric BUDIN",INDIVIDU,245,56.58,75.38
54011,"M. Jean-François MARIEMBERG",INDIVIDU,243,56.12,74.76
54011,"Mme Marie JONETTE",INDIVIDU,242,55.88,74.46
54011,"Mme Françoise LE LOUARN",INDIVIDU,241,55.65,74.15
54011,"M. François CAPART",INDIVIDU,239,55.19,73.53
54011,"Mme Isabelle LEPAGE",INDIVIDU,238,54.96,73.23
54011,"Mme Marie-Ange CHAPUT",INDIVIDU,234,54.04,72.00
54011,"M. Jean-Pierre LEDOYEN",INDIVIDU,234,54.04,72.00
54011,"M. David VENERUCCI",INDIVIDU,230,53.11,70.76
54011,"M. Gilbert BLANCHETETE",INDIVIDU,229,52.88,70.46
54011,"Mme Lise BECRET",INDIVIDU,228,52.65,70.15
54011,"M. Eric CLAUDET",INDIVIDU,225,51.96,69.23
54011,"M. Xavier BOUS",INDIVIDU,225,51.96,69.23
54011,"M. Jean-Marc MALGRAS",INDIVIDU,219,50.57,67.38
54011,"M. Nicolas PETRUZZELLI",INDIVIDU,217,50.11,66.76
54011,"Mme Dominique ZANALETTI",INDIVIDU,99,22.86,30.46
54011,"M. Damien LEPAGE",INDIVIDU,91,21.01,28.00
54011,"M. Daniel BLANCHETETE",INDIVIDU,89,20.55,27.38
54011,"Mme Sophie BAETSLE",INDIVIDU,84,19.39,25.84
54011,"M. Pascal PEIXOTO",INDIVIDU,82,18.93,25.23
54011,"M. Gilles MARULL",INDIVIDU,80,18.47,24.61
54011,"Mme Mireille PRUD'HOMME",INDIVIDU,79,18.24,24.30
54011,"Mme Patricia LAFFUT",INDIVIDU,77,17.78,23.69
54012,"M. Yann DORIDANT",INDIVIDU,134,49.62,64.73
54012,"M. Stéphane LAURENT",INDIVIDU,131,48.51,63.28
54012,"M. Alain ROBILLOT",INDIVIDU,124,45.92,59.90
54012,"Mme Audrey MARC-PERQUIN",INDIVIDU,122,45.18,58.93
54012,"M. Franck ALBERTI",INDIVIDU,119,44.07,57.48
54012,"Mme Florence ALLENNE",INDIVIDU,117,43.33,56.52
54012,"Mme Aline BIENAIMÉ",INDIVIDU,115,42.59,55.55
54012,"Mme Geneviève MORTIN",INDIVIDU,114,42.22,55.07
54012,"M. Philippe VILADECAS",INDIVIDU,112,41.48,54.10
54012,"M. Jean-Denis CONSTANT",INDIVIDU,101,37.40,48.79
54012,"Mme Dominique DANIEL-LUTZ",INDIVIDU,101,37.40,48.79
54012,"M. Rémy BRUNCK",INDIVIDU,91,33.70,43.96
54012,"Mme Isabelle VIARDOT",INDIVIDU,90,33.33,43.47
54012,"M. Pierre MOUGENOT",INDIVIDU,90,33.33,43.47
54012,"Mme Martine GILLES",INDIVIDU,85,31.48,41.06
54012,"M. Pascal LEPORÉ",INDIVIDU,81,30.00,39.13
54012,"M. Akim TEMMAR",INDIVIDU,77,28.51,37.19
54012,"Mme Josiane CARTIGNY-BAUDELOT",INDIVIDU,70,25.92,33.81
54012,"M. Edouard RODRIGUES",INDIVIDU,31,11.48,14.97
54013,"Mme Véronique CONTAL",INDIVIDU,45,63.38,93.75
54013,"M. Bernard BULTÉ",INDIVIDU,40,56.33,83.33
54013,"Mme Lucie KIPPEURT",INDIVIDU,39,54.92,81.25
54013,"M. Gilles VALLEE",INDIVIDU,38,53.52,79.16
54013,"M. Martial MARTIN",INDIVIDU,37,52.11,77.08
54013,"M. Michel GEOFFROY",INDIVIDU,35,49.29,72.91
54014,"M. Roland BOULANGER",INDIVIDU,133,59.11,71.89
54014,"M. Jean-Marc DUHAUT",INDIVIDU,122,54.22,65.94
54014,"Mme Séverine CLEMENT-MASSON",INDIVIDU,121,53.77,65.40
54014,"Mme Geneviève COLIN",INDIVIDU,120,53.33,64.86
54014,"M. Philippe COLIN",INDIVIDU,116,51.55,62.70
54014,"M. Roland COLIN",INDIVIDU,116,51.55,62.70
54014,"M. Hervé FIEL",INDIVIDU,111,49.33,60.00
54014,"Mme Nadia FLAVENOT",INDIVIDU,109,48.44,58.91
54014,"M. Daniel GATIN",INDIVIDU,102,45.33,55.13
54014,"M. Daniel VIGNERON",INDIVIDU,101,44.88,54.59
54014,"M. Jacques CHAROLET",INDIVIDU,94,41.77,50.81
54014,"M. Aldo GUÉNAIRE",INDIVIDU,51,22.66,27.56
54014,"Mme Rachel GUÉNAIRE",INDIVIDU,41,18.22,22.16
54014,"M. Robin GUÉNAIRE",INDIVIDU,35,15.55,18.91
54014,"M. Denis BELIN",INDIVIDU,20,8.88,10.81
54015,"M. Xavier WURPILLOT",INDIVIDU,101,52.06,63.92
54015,"Mme Virginie BEAUCART-PERFETTO",INDIVIDU,98,50.51,62.02
54015,"Mme Christine WEISSE",INDIVIDU,97,50.00,61.39
54015,"M. Pierre FALQUERHO",INDIVIDU,96,49.48,60.75
54015,"M. Jérôme BURLERAUX",INDIVIDU,96,49.48,60.75
54015,"M. Marc LAGUERRE",INDIVIDU,96,49.48,60.75
54015,"Mme Marie-Louise JIMENEZ-LEFEVRE",INDIVIDU,93,47.93,58.86
54015,"M. Christophe KILIANSKI",INDIVIDU,90,46.39,56.96
54015,"Mme Raymonde BOSSI",INDIVIDU,89,45.87,56.32
54015,"M. Xavier FLESCH",INDIVIDU,84,43.29,53.16
54015,"M. Patrick BERNARD",INDIVIDU,80,41.23,50.63
54015,"M. Francis QUAIA",INDIVIDU,79,40.72,50.00
54015,"Mme Sonia NAVELET",INDIVIDU,68,35.05,43.03
54015,"M. Pascal MATHIS",INDIVIDU,67,34.53,42.40
54015,"M. Joseph TOME",INDIVIDU,64,32.98,40.50
54015,"M. Robert BASTIEN",INDIVIDU,61,31.44,38.60
54015,"Mme Carmen HUBER",INDIVIDU,60,30.92,37.97
54015,"M. Cédric FERNANDEZ",INDIVIDU,59,30.41,37.34
54015,"M. Francis DELECROIX",INDIVIDU,58,29.89,36.70
