code_insee,nom,parti,nb_voix,percent_inscrits,percents_exprimes
85001,"M. Maurice MILCENT",LDVD,770,39.38,51.19
85001,"M. Alain BARRAUD",LDVD,734,37.54,48.80
85002,"M. Loïc NAULET",LDVD,683,48.16,100.00
85003,"M. Bernard PERRIN",LDVD,2749,43.56,66.04
85003,"M. Joël BLANCHARD",LDVG,1413,22.39,33.95
85004,"M. Joël MONVOISIN",LDVD,730,31.80,46.94
85004,"M. José FERAY",LFN,323,14.07,20.77
85004,"M. Guy VANTHUYNE",LDVG,502,21.87,32.28
85005,"M. Yvon GOURMAUD",LDVD,422,52.29,100.00
85006,"M. Guy JOLLY",LDVD,570,48.18,100.00
85008,"M. Jany GUERET",LSOC,1012,40.35,57.66
85008,"M. Philippe TOUZÉ",LDIV,743,29.62,42.33
85009,"Mme Myriam MARTINEAU",INDIVIDU,320,65.57,95.52
85009,"M. Bruno DEBORDE",INDIVIDU,317,64.95,94.62
85009,"Mme Sylvia SUIRE",INDIVIDU,316,64.75,94.32
85009,"M. Didier PEUAUD",INDIVIDU,313,64.13,93.43
85009,"Mme Marie-Claude TRICHET",INDIVIDU,309,63.31,92.23
85009,"M. Florent BOUTET",INDIVIDU,306,62.70,91.34
85009,"Mme Irène VERCAEMERE",INDIVIDU,306,62.70,91.34
85009,"Mme Emmanuelle MAROLLEAU",INDIVIDU,304,62.29,90.74
85009,"M. Dominique GATINEAU",INDIVIDU,292,59.83,87.16
85009,"Mme Irène MALLARD-LUCAS",INDIVIDU,291,59.63,86.86
85009,"Mme Claudie PILLET",INDIVIDU,283,57.99,84.47
85009,"M. Michel HERAUD",INDIVIDU,281,57.58,83.88
85009,"M. Aurélien LEFRERE",INDIVIDU,280,57.37,83.58
85009,"M. Michel GODET",INDIVIDU,278,56.96,82.98
85009,"M. Joël PIZON",INDIVIDU,269,55.12,80.29
85010,"Mme Françoise FONTENAILLE",LDVD,434,41.65,58.72
85010,"M. Jean-Michel BERGER",LDVD,305,29.27,41.27
85011,"M. Régis PERRIER",LDVD,282,18.83,27.29
85011,"M. Guy MODOT",LDVD,293,19.57,28.36
85011,"M. Louis GIBIER",LDIV,458,30.59,44.33
85012,"M. Christian SANGAN",LDVD,565,30.65,43.32
85012,"M. Pascal DENIS",LDVD,739,40.09,56.67
85013,"M. Jean-François YOU",LDIV,521,61.72,100.00
85014,"M. Eric RAMBAUD",LDVD,340,40.00,100.00
85015,"M. Jean-Michel GUERINEAU",LDVD,587,58.23,100.00
85016,"M. Maurice POISSONNET",LDVD,766,49.86,100.00
85017,"M. Jean-Pierre DENIAUD",LDIV,829,53.44,100.00
85018,"M. Christian THIBAUD",LDVD,1343,42.41,62.87
85018,"M. Jean-François PILLET",LDVD,793,25.04,37.12
85019,"M. Régis PLISSON",LDIV,1455,49.15,75.89
85019,"M. Franck CLUET",LDVG,462,15.60,24.10
85020,"M. Philippe MARQUILLY",LDVD,824,27.80,37.55
85020,"M. Daniel DAVID",LSOC,1370,46.22,62.44
85021,"M. Claude DURAND",LDVD,686,59.86,100.00
85022,"M. Loïc CHUSSEAU",LDVD,488,54.10,100.00
85023,"M. Jean-Marie SOULARD",INDIVIDU,150,46.01,55.76
85023,"M. Pierre RAINEREAU",INDIVIDU,149,45.70,55.39
85023,"Mme Nathalie PRIOUZEAU",INDIVIDU,148,45.39,55.01
