code_insee,nom,parti,nb_voix,percent_inscrits,percents_exprimes
08001,"M. Jean-Michel TROYON",INDIVIDU,263,73.66,96.69
08001,"M. Marc BROYART",INDIVIDU,260,72.82,95.58
08001,"Mme Christine PARIS",INDIVIDU,259,72.54,95.22
08001,"Mme Marie-Thérèse DAPREMONT",INDIVIDU,256,71.70,94.11
08001,"Mme Marie-France CARBONNEAUX",INDIVIDU,255,71.42,93.75
08001,"M. Gérard DESIRONT",INDIVIDU,252,70.58,92.64
08001,"M. Francoise CAHART",INDIVIDU,250,70.02,91.91
08001,"M. André PELLOT",INDIVIDU,249,69.74,91.54
08001,"M. Joseph AFRIBO",INDIVIDU,246,68.90,90.44
08001,"M. Philippe ALBERGE",INDIVIDU,241,67.50,88.60
08001,"M. Michel DERIS",INDIVIDU,237,66.38,87.13
08003,"M. Jean-Pascal GERARDIN",LDVD,436,32.41,48.82
08003,"M. Philippe DECOBERT",LDVG,457,33.97,51.17
08004,"M. Jean-Luc MARCHAND",INDIVIDU,96,65.75,92.30
08004,"Mme Corinne DUFRAINE",INDIVIDU,94,64.38,90.38
08004,"M. Bernard BOURGEOIS",INDIVIDU,93,63.69,89.42
08004,"M. Nicolas BERNARD",INDIVIDU,92,63.01,88.46
08004,"M. Jacques HUANT",INDIVIDU,92,63.01,88.46
08004,"M. Olivier FLAUZAC",INDIVIDU,91,62.32,87.50
08004,"M. Romain CAILLEUX",INDIVIDU,91,62.32,87.50
08004,"Mme Virginie GUILLAUME",INDIVIDU,90,61.64,86.53
08004,"M. Bruno MAHIEUX",INDIVIDU,88,60.27,84.61
08004,"M. Yann NOTTELET",INDIVIDU,75,51.36,72.11
08004,"M. Rodolphe BEATRIX",INDIVIDU,67,45.89,64.42
08005,"Mme Stéphanie LAFON",INDIVIDU,60,72.28,93.75
08005,"M. Nicolas ÉTIQUE",INDIVIDU,59,71.08,92.18
08005,"M. Frédéric RENARD",INDIVIDU,59,71.08,92.18
08005,"M. Thomas CAILLET",INDIVIDU,58,69.87,90.62
08005,"M. David RICHARD",INDIVIDU,57,68.67,89.06
08005,"M. Joël DE CARLINI",INDIVIDU,55,66.26,85.93
08005,"M. Flavien OLETTE",INDIVIDU,54,65.06,84.37
08005,"M. Alexandre OLETTE",INDIVIDU,49,59.03,76.56
08005,"M. Gérard FISCHBACH",INDIVIDU,48,57.83,75.00
08005,"Mme Françoise CAILLET",INDIVIDU,46,55.42,71.87
08005,"M. Jean CAILLET",INDIVIDU,46,55.42,71.87
08006,"M. Elie MANCEAUX",INDIVIDU,116,65.16,92.06
08006,"Mme Géraldine LEBLANC",INDIVIDU,107,60.11,84.92
08006,"Mme Nathalie PATE",INDIVIDU,107,60.11,84.92
08006,"Mme Annie MIQUEL",INDIVIDU,104,58.42,82.53
08006,"M. Cédric PATE",INDIVIDU,104,58.42,82.53
08006,"Mme Chantal FURINO",INDIVIDU,102,57.30,80.95
08006,"M. Emmanuel LETELLIER",INDIVIDU,102,57.30,80.95
08006,"Mme Maryse SCHMITT",INDIVIDU,101,56.74,80.15
08006,"Mme Nadine SAUVAGE EP. PAMART",INDIVIDU,100,56.17,79.36
08006,"M. Florent GAUTIER",INDIVIDU,99,55.61,78.57
08006,"M. Jean-Louis PIERLOT",INDIVIDU,85,47.75,67.46
