code_insee,nom,parti,nb_voix,percent_inscrits,percents_exprimes
46001,"M. Benoît BEAUVILLAIN",INDIVIDU,282,54.97,95.59
46001,"M. Philippe GARRIT",INDIVIDU,280,54.58,94.91
46001,"M. Christophe DELARGE",INDIVIDU,279,54.38,94.57
46001,"Mme Clémence HALLE",INDIVIDU,275,53.60,93.22
46001,"Mme Ostiane MIGNOT",INDIVIDU,273,53.21,92.54
46001,"Mme Monette DESTAMPES",INDIVIDU,268,52.24,90.84
46001,"Mme Elodie BERGON",INDIVIDU,265,51.65,89.83
46001,"Mme Evelyne NOTO",INDIVIDU,265,51.65,89.83
46001,"M. Marc DECOUDIN",INDIVIDU,265,51.65,89.83
46001,"M. Martial STAMBOULI",INDIVIDU,264,51.46,89.49
46001,"M. Frédéric REMOND",INDIVIDU,259,50.48,87.79
46001,"M. Damien REILHE",INDIVIDU,257,50.09,87.11
46001,"M. Lionel CURT",INDIVIDU,257,50.09,87.11
46001,"Mme Jacqueline WEGNER",INDIVIDU,253,49.31,85.76
46001,"Mme Nicole RAYNAL",INDIVIDU,249,48.53,84.40
46002,"M. Alain ROUGIE",INDIVIDU,60,73.17,80.00
46002,"M. Christian FABRE",INDIVIDU,59,71.95,78.66
46002,"M. Jérôme LANDES",INDIVIDU,56,68.29,74.66
46002,"Mme Sylvie VAISSIE",INDIVIDU,56,68.29,74.66
46002,"Mme Christiane BAYNAT",INDIVIDU,55,67.07,73.33
46002,"Mme Marie BERTHOUMIEU",INDIVIDU,52,63.41,69.33
46002,"M. Maurice ANDRIEU",INDIVIDU,50,60.97,66.66
46002,"Mme Marie-Louise LACARRIERE",INDIVIDU,21,25.60,28.00
46003,"M. Karl CAMPDORAS-RAGON",INDIVIDU,380,65.63,85.01
46003,"M. Jean-Luc LAMBERT",INDIVIDU,377,65.11,84.34
46003,"Mme Séverine MARTIGNAC",INDIVIDU,375,64.76,83.89
46003,"Mme Isabelle LIVI",INDIVIDU,371,64.07,82.99
46003,"M. Philippe KERNINON",INDIVIDU,347,59.93,77.62
46003,"Mme Anne GIETHLEN",INDIVIDU,346,59.75,77.40
46003,"Mme Edwige LAVAL",INDIVIDU,339,58.54,75.83
46003,"Mme Isabelle CEPEDE-LASCOSTE",INDIVIDU,336,58.03,75.16
46003,"M. Jean-Michel CANCES",INDIVIDU,336,58.03,75.16
46003,"Mme Edith BRANCHE",INDIVIDU,336,58.03,75.16
46003,"M. Alfred TERLIZZI",INDIVIDU,334,57.68,74.72
46003,"M. Anaël MARTIN",INDIVIDU,333,57.51,74.49
46003,"M. Olivier FAURE",INDIVIDU,328,56.64,73.37
46003,"Mme Alexa OSMONT",INDIVIDU,323,55.78,72.25
46003,"M. Daniel LAGARRIGUE",INDIVIDU,316,54.57,70.69
46003,"M. Lucien ARNAL",INDIVIDU,158,27.28,35.34
46003,"M. Michel BEDOS",INDIVIDU,146,25.21,32.66
46003,"M. André COUSTOU",INDIVIDU,141,24.35,31.54
46003,"M. Dominique POUJADE",INDIVIDU,140,24.17,31.31
46003,"M. Jacky HILARY",INDIVIDU,104,17.96,23.26
46003,"M. Alain MARTHRE",INDIVIDU,90,15.54,20.13
46004,"Mme Chantal BEFFARA",INDIVIDU,133,78.23,91.72
46004,"M. André VIELCAZAL",INDIVIDU,130,76.47,89.65
46004,"Mme Jacqueline DELBOS",INDIVIDU,130,76.47,89.65
46004,"Mme Jacqueline DELFAU",INDIVIDU,129,75.88,88.96
46004,"M. Jacques GIMENO",INDIVIDU,129,75.88,88.96
46004,"M. Gilles LABORIE",INDIVIDU,126,74.11,86.89
46004,"Mme Françoise LAFAGE",INDIVIDU,125,73.52,86.20
46004,"Mme Claudine VERMANDE",INDIVIDU,125,73.52,86.20
46004,"Mme Laëtitia REILHAC",INDIVIDU,122,71.76,84.13
46004,"M. Eric ROCHE",INDIVIDU,114,67.05,78.62
46004,"Mme Roseline CADIERGUES",INDIVIDU,111,65.29,76.55
46005,"M. François RELHIE",INDIVIDU,193,66.09,83.91
46005,"M. Jean-Claude CANTAGREL",INDIVIDU,191,65.41,83.04
46005,"M. Sylvain MALET",INDIVIDU,191,65.41,83.04
46005,"M. Jean-Luc LACOSTE",INDIVIDU,189,64.72,82.17
46005,"Mme Francine BARETS",INDIVIDU,183,62.67,79.56
46005,"M. Christian MARTY",INDIVIDU,182,62.32,79.13
46005,"Mme Marie-Hélène PHILIP-GIRARD",INDIVIDU,181,61.98,78.69
46005,"Mme Marjorie GIRARD",INDIVIDU,177,60.61,76.95
46005,"Mme Claudia BALET",INDIVIDU,171,58.56,74.34
46005,"M. Francis LAFFARGUE",INDIVIDU,164,56.16,71.30
46005,"M. Bruno PELVILLAIN",INDIVIDU,159,54.45,69.13
