code_insee,nom,parti,nb_voix,percent_inscrits,percents_exprimes
89001,"M. André GUÉDON",INDIVIDU,217,65.75,93.13
89001,"Mme Monique LAGARDE",INDIVIDU,207,62.72,88.84
89001,"M. Luc LANDRIER",INDIVIDU,206,62.42,88.41
89001,"Mme Annie LAGARDE",INDIVIDU,199,60.30,85.40
89001,"M. Jean-Pierre CASSEGRAIN",INDIVIDU,197,59.69,84.54
89001,"Mme Véronique PLANCHAIS",INDIVIDU,196,59.39,84.12
89001,"M. Laurent GAUSSENS",INDIVIDU,193,58.48,82.83
89001,"M. Stéphane GUILLIER",INDIVIDU,193,58.48,82.83
89001,"Mme Dominique TILMANT",INDIVIDU,185,56.06,79.39
89001,"M. Dominique CHARLOT",INDIVIDU,185,56.06,79.39
89001,"M. Alain MION",INDIVIDU,183,55.45,78.54
89002,"M. Etienne BEZANCON",INDIVIDU,46,57.50,63.88
89002,"M. Frederic MONTREYNAUD",INDIVIDU,42,52.50,58.33
89002,"M. Claude LICET",INDIVIDU,40,50.00,55.55
89002,"M. Sylvain BETHERY",INDIVIDU,39,48.75,54.16
89002,"M. Simon DUFEIGNEUX",INDIVIDU,39,48.75,54.16
89002,"Mme Bernadette LAVENTUREUX",INDIVIDU,37,46.25,51.38
89002,"M. Jean-Louis MONTREYNAUD",INDIVIDU,35,43.75,48.61
89002,"M. Amaël TELLIER",INDIVIDU,31,38.75,43.05
89002,"M. Daniel GROSBETY",INDIVIDU,30,37.50,41.66
89002,"M. Louis BETHERY",INDIVIDU,27,33.75,37.50
89002,"Mme Fanny RIFFARD",INDIVIDU,27,33.75,37.50
89002,"M. Jean BETHERY",INDIVIDU,25,31.25,34.72
89002,"M. Sylvain LEBRUN",INDIVIDU,25,31.25,34.72
89002,"M. Jean-Luc LAVENTUREUX",INDIVIDU,0,0.00,0.00
89003,"M. William LEMAIRE",LDVD,458,41.22,100.00
89004,"M. Roland BURGRAF",INDIVIDU,127,59.62,78.39
89004,"M. Damien HENNEQUIN",INDIVIDU,127,59.62,78.39
89004,"M. Jean-Marie PINGAT",INDIVIDU,125,58.68,77.16
89004,"Mme Sophie AUBLIN",INDIVIDU,123,57.74,75.92
89004,"M. Thierry SEBILLOTTE",INDIVIDU,114,53.52,70.37
89004,"Mme Sandrine GRANDJEAN",INDIVIDU,112,52.58,69.13
89004,"Mme Thérèse BURGRAF",INDIVIDU,112,52.58,69.13
89004,"Mme Catherine COULOMBEL",INDIVIDU,106,49.76,65.43
89004,"M. Christian LETORT",INDIVIDU,103,48.35,63.58
89004,"Mme Marie-Chantal MARCHI",INDIVIDU,102,47.88,62.96
89004,"M. Mathieu MARCHI",INDIVIDU,95,44.60,58.64
89004,"M. Jean COTTE",INDIVIDU,54,25.35,33.33
89004,"Mme Eliane MURGEY",INDIVIDU,42,19.71,25.92
89004,"M. Andréas ALBINGRE",INDIVIDU,40,18.77,24.69
89004,"Mme Sandrine COULON",INDIVIDU,40,18.77,24.69
89004,"M. Alexandre ROBERT",INDIVIDU,37,17.37,22.83
89004,"Mme Béatrice PAINGRIS",INDIVIDU,37,17.37,22.83
89004,"M. Marcel PARIZOT",INDIVIDU,35,16.43,21.60
89005,"Mme Nathalie MEUSSOT",INDIVIDU,375,51.72,84.26
89005,"M. Luc COLNOT",INDIVIDU,358,49.37,80.44
89005,"M. Jean-Paul BRICOT",INDIVIDU,357,49.24,80.22
89005,"M. Olivier COLAS",INDIVIDU,354,48.82,79.55
89005,"M. Jean-Marc DICHE",INDIVIDU,352,48.55,79.10
89005,"M. Emmanuel DELAGNEAU",INDIVIDU,350,48.27,78.65
89005,"M. Pierre LEMERCIER",INDIVIDU,350,48.27,78.65
89005,"Mme Valérie PICOCHE",INDIVIDU,345,47.58,77.52
89005,"M. Christian LEPROUT",INDIVIDU,340,46.89,76.40
89005,"M. Romain CARBOGNIN",INDIVIDU,333,45.93,74.83
89005,"M. Pierre-Yves CUBILLÉ",INDIVIDU,333,45.93,74.83
89005,"M. Claude DELIGNY",INDIVIDU,328,45.24,73.70
89005,"Mme Gilberte HAYOT",INDIVIDU,316,43.58,71.01
89005,"M. Jacques ROBETTE",INDIVIDU,316,43.58,71.01
89005,"Mme Maryse ROYER",INDIVIDU,288,39.72,64.71
89006,"Mme Sylvia PAGE",INDIVIDU,95,56.88,87.96
89006,"M. Raphaël ROSSETTO",INDIVIDU,95,56.88,87.96
89006,"Mme Delphine MATHIEU",INDIVIDU,92,55.08,85.18
89006,"M. Jean MASSÉ",INDIVIDU,90,53.89,83.33
89006,"Mme Maryvonne HUGEROT",INDIVIDU,88,52.69,81.48
89006,"Mme Véronique BURGEVIN",INDIVIDU,87,52.09,80.55
89006,"M. Claude HABERSTICH",INDIVIDU,81,48.50,75.00
89006,"M. Serge HOUDOT",INDIVIDU,79,47.30,73.14
89006,"M. Philippe CHEVALLIER",INDIVIDU,78,46.70,72.22
89006,"M. Laurent DURLOT",INDIVIDU,77,46.10,71.29
89006,"M. Michel WALTER",INDIVIDU,75,44.91,69.44
89007,"M. Thierry DELHOMME",INDIVIDU,190,48.10,64.84
89007,"M. Jean-Marc LEGER",INDIVIDU,171,43.29,58.36
89007,"Mme Catherine GUYARD",INDIVIDU,166,42.02,56.65
89007,"Mme Séverine GROUX",INDIVIDU,145,36.70,49.48
89007,"M. Frédéric BUCHEZ",INDIVIDU,144,36.45,49.14
89007,"Mme Magali DOIX",INDIVIDU,143,36.20,48.80
89007,"M. Pierre ROLLAND",INDIVIDU,137,34.68,46.75
89007,"Mme Claire BERTHELOT",INDIVIDU,125,31.64,42.66
89007,"M. Julien TISSIER",INDIVIDU,124,31.39,42.32
89007,"M. Fabrice DEVILLIERS",INDIVIDU,115,29.11,39.24
89007,"M. Vincent CINTRACT",INDIVIDU,112,28.35,38.22
89007,"Mme Sandrine JOSSELIN",INDIVIDU,110,27.84,37.54
89007,"M. Sylvain NOËL",INDIVIDU,109,27.59,37.20
89007,"M. Jacky BOITEL",INDIVIDU,109,27.59,37.20
89007,"M. Hugues GAUTHIER",INDIVIDU,106,26.83,36.17
89007,"Mme Elisabeth VATTAIRE",INDIVIDU,106,26.83,36.17
89007,"Mme Olivia AUFFRAY",INDIVIDU,104,26.32,35.49
89007,"M. Maxime VILDÉ",INDIVIDU,104,26.32,35.49
89007,"M. Georges LE-STUNFF",INDIVIDU,104,26.32,35.49
89007,"M. Elie BILLARD",INDIVIDU,101,25.56,34.47
89007,"Mme Michelle YVELIN",INDIVIDU,95,24.05,32.42
89007,"Mme Martine EPINETTE",INDIVIDU,89,22.53,30.37
89007,"M. David AUBERT",INDIVIDU,79,20.00,26.96
89007,"Mme Christelle DEVILLIERS",INDIVIDU,69,17.46,23.54
89007,"Mme Pascale TRAMPAL",INDIVIDU,59,14.93,20.13
89008,"M. Laurent GENIN",INDIVIDU,85,63.90,95.50
89008,"M. Etienne PAQUIN",INDIVIDU,84,63.15,94.38
89008,"M. Philippe PARIS",INDIVIDU,83,62.40,93.25
89008,"M. Didier GENECHESI",INDIVIDU,83,62.40,93.25
89008,"M. Thierry BOTREL",INDIVIDU,82,61.65,92.13
89008,"M. Jimmy PRIGENT",INDIVIDU,82,61.65,92.13
89008,"Mme Aurélie MATINIER",INDIVIDU,82,61.65,92.13
89008,"M. Rémy RAPPENEAU",INDIVIDU,80,60.15,89.88
89008,"Mme Claudette BOUSSARD",INDIVIDU,80,60.15,89.88
89008,"M. Jean-Marc PATRIARCHE",INDIVIDU,76,57.14,85.39
89008,"Mme Elisabeth BÉRANGÉ",INDIVIDU,74,55.63,83.14
89009,"Mme Dorothée DELHAYE",INDIVIDU,186,66.19,81.57
89009,"M. Jean-Luc COLLIN",INDIVIDU,178,63.34,78.07
89009,"Mme Chantal GUIGNEPIED",INDIVIDU,176,62.63,77.19
89009,"M. Frédéric PELISSIER",INDIVIDU,176,62.63,77.19
89009,"M. Gérald HUREAU",INDIVIDU,171,60.85,75.00
89009,"Mme Valérie CRETIN",INDIVIDU,166,59.07,72.80
89009,"M. Gérard SIMONNOT",INDIVIDU,158,56.22,69.29
89009,"Mme Florence VOURIOT-POTTIER",INDIVIDU,157,55.87,68.85
89009,"M. Eric CMIL",INDIVIDU,147,52.31,64.47
89009,"Mme Chantal LEBORNE",INDIVIDU,141,50.17,61.84
89009,"M. Gilles TISSIER",INDIVIDU,138,49.11,60.52
89009,"M. Christian CHARBONNIERAS",INDIVIDU,130,46.26,57.01
89009,"M. Sébastien DUCROT",INDIVIDU,95,33.80,41.66
89009,"Mme Céline HENRY",INDIVIDU,87,30.96,38.15
89009,"M. Vincent DUCROT",INDIVIDU,86,30.60,37.71
89009,"M. Fabrice GUÉDOU",INDIVIDU,76,27.04,33.33
89009,"M. Jérôme SUREAU",INDIVIDU,65,23.13,28.50
89010,"M. Didier PHILIPPOT",INDIVIDU,155,64.85,92.26
89010,"Mme Marie-Thérèse BRULEY",INDIVIDU,153,64.01,91.07
89010,"M. Thierry MALON",INDIVIDU,150,62.76,89.28
89010,"Mme Christine BÉRAUD",INDIVIDU,149,62.34,88.69
89010,"M. Frédéric MAROLLES",INDIVIDU,147,61.50,87.50
89010,"M. Marc MARTIN",INDIVIDU,147,61.50,87.50
89010,"Mme Martine CARRÉ",INDIVIDU,146,61.08,86.90
89010,"M. Jean-Marie MAURICE",INDIVIDU,146,61.08,86.90
89010,"Mme Maryline GONÇALVES DA COSTA",INDIVIDU,140,58.57,83.33
89010,"M. François JOSSIER",INDIVIDU,139,58.15,82.73
89010,"M. Stéphane GODET",INDIVIDU,138,57.74,82.14
89011,"Mme Christelle CARMINATI",INDIVIDU,80,72.72,97.56
89011,"M. Bernard CHEVAU",INDIVIDU,79,71.81,96.34
89011,"M. Jean DA SILVA DIAS",INDIVIDU,79,71.81,96.34
89011,"Mme Marielle LOPPION",INDIVIDU,78,70.90,95.12
89011,"M. Rémy COMMAILLE",INDIVIDU,76,69.09,92.68
89011,"M. Pascal GERMAIN",INDIVIDU,75,68.18,91.46
89011,"Mme Virginie DALIDET",INDIVIDU,74,67.27,90.24
89011,"M. Pierre WOLKER",INDIVIDU,74,67.27,90.24
89011,"Mme Nathalie CHAPUIS",INDIVIDU,74,67.27,90.24
89011,"M. Richard GERMAIN",INDIVIDU,74,67.27,90.24
89011,"Mme Yvonne SOURD",INDIVIDU,74,67.27,90.24
89012,"Mme Christine DUPART",INDIVIDU,67,70.52,94.36
89012,"M. Eric HERNANDEZ",INDIVIDU,61,64.21,85.91
89012,"M. Jacques PIAULT",INDIVIDU,59,62.10,83.09
89012,"Mme Claudie MASSAT",INDIVIDU,59,62.10,83.09
89012,"M. Richard BOQUET",INDIVIDU,57,60.00,80.28
89012,"Mme Réjane MERY",INDIVIDU,51,53.68,71.83
89012,"M. Yoan ZARA",INDIVIDU,45,47.36,63.38
89013,"M. Alain STAUB",LDIV,1071,44.60,100.00
89014,"M. Gaston ROUSSEAU",INDIVIDU,189,42.76,56.41
89014,"M. Pierre VANNEREAU",INDIVIDU,184,41.62,54.92
89014,"M. Henri ROUSSELLE",INDIVIDU,182,41.17,54.32
89014,"M. Michel COUTANT",INDIVIDU,181,40.95,54.02
89014,"M. Mathieu LANGLOIS",INDIVIDU,181,40.95,54.02
89014,"M. Michel DELAGNEAU",INDIVIDU,180,40.72,53.73
89014,"Mme Claudine ETIENNE",INDIVIDU,173,39.14,51.64
89014,"M. Claude TIXIER",INDIVIDU,171,38.68,51.04
89014,"Mme Michèle MONTABERT",INDIVIDU,170,38.46,50.74
89014,"M. Bernard POLISSET",INDIVIDU,168,38.00,50.14
89014,"Mme Patricia POLETTE",INDIVIDU,165,37.33,49.25
89014,"M. Jacques BÉZINE",INDIVIDU,164,37.10,48.95
89014,"Mme Véronique PISSIER",INDIVIDU,161,36.42,48.05
89014,"Mme Annie BAKOUR",INDIVIDU,158,35.74,47.16
89014,"Mme Christelle LEFÈVRE",INDIVIDU,157,35.52,46.86
89014,"M. Christophe DUPUIS",INDIVIDU,156,35.29,46.56
89014,"Mme Maryvonne AUBERT",INDIVIDU,154,34.84,45.97
89014,"Mme Marie-Madeleine JACK",INDIVIDU,149,33.71,44.47
89014,"Mme Sabrina CHAPELLE",INDIVIDU,148,33.48,44.17
89014,"M. Thierry JOBERT",INDIVIDU,148,33.48,44.17
89014,"M. Arnaud LESOURD",INDIVIDU,147,33.25,43.88
89014,"Mme Catherine RIBEIRO",INDIVIDU,146,33.03,43.58
89014,"Mme Josiane BOUCHER",INDIVIDU,146,33.03,43.58
89014,"M. Sacha STOGNIY",INDIVIDU,145,32.80,43.28
89014,"Mme Sabrina LECOURIEUX",INDIVIDU,143,32.35,42.68
89014,"M. Frédéric FOULON",INDIVIDU,141,31.90,42.08
89014,"M. Frédéric LEMOINE",INDIVIDU,140,31.67,41.79
89014,"M. Mourad BERRENI",INDIVIDU,131,29.63,39.10
89014,"M. Pascal HAUPAIS",INDIVIDU,126,28.50,37.61
89014,"Mme Violène LAMIRAL",INDIVIDU,123,27.82,36.71
89014,"M. André DELOHEN",INDIVIDU,96,21.71,28.65
89014,"M. Patrice PRESSARD",INDIVIDU,69,15.61,20.59
89015,"Mme Sylvie JOUBLIN",INDIVIDU,198,51.69,65.34
